dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location/address_json,location/has_public_page,location/id,location/name,location/slug,owner/id,shortcode,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,location,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,tags/23,tags/24,tags/25,tags/26,tags/27,tags/28,tags/29,comments_disabled,urls/1,urls/2,video_view_count,tags/30,urls/3,urls/4,urls/5,urls/6
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/626083a82c9b7760d48d7e7ec897b517/5C836D3F/t51.2885-15/e35/43986011_254910928522112_3149012901475722595_n.jpg,6,6,Renovando as energias . Tempinho que não fazia esses programas .de volta a vida 😘🙏 #sun #mar #saoluis #praia #descanso,0,1910419774702247724,false,"{""street_address"": """", ""zip_code"": ""65065-760"", ""city_name"": ""S\u00e3o Lu\u00eds, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,464509882,Praia De São Marcos,praia-de-sao-marcos,207255964,BqDLKnLAl8s,praia,sun,mar,descanso,saoluis,,1541959805,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/c8d7b664d13ab3e43a0747664f78c420/5C7B1167/t51.2885-15/e35/c0.135.1080.1080/s150x150/43986011_254910928522112_3149012901475722595_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/6838300908d2acd4c412777842bfd0bc/5C6FCC2D/t51.2885-15/e35/c0.135.1080.1080/s240x240/43986011_254910928522112_3149012901475722595_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/73df7f38aad7490002cf00d846cc2a6b/5C7DB997/t51.2885-15/e35/c0.135.1080.1080/s320x320/43986011_254910928522112_3149012901475722595_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/48b5f6bec27c24518ab29c49e7c70a49/5C64D7CD/t51.2885-15/e35/c0.135.1080.1080/s480x480/43986011_254910928522112_3149012901475722595_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/b329537a48210d5036a6cef590be6396/5C84757C/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/43986011_254910928522112_3149012901475722595_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b329537a48210d5036a6cef590be6396/5C84757C/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/43986011_254910928522112_3149012901475722595_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/626083a82c9b7760d48d7e7ec897b517/5C836D3F/t51.2885-15/e35/43986011_254910928522112_3149012901475722595_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/f55fc7b2a863bd977b2614f06d3426c8/5C81EF8B/t51.2885-15/e35/42812648_325917738139188_3791543938716477626_n.jpg,1,1,#happybirthdaytome#aniversario#1111#ilha#bolodeananas#ocean#beach#mar#41,0,1910419645620152257,false,,,,,,4225669868,BqDLIu9HefB,ilha,mar,41,ocean,1111,happybirthdaytome,1541959790,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/8fdd656c059e8cc3b16c8a3b77879630/5C7A2EC9/t51.2885-15/e35/s150x150/42812648_325917738139188_3791543938716477626_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/d97da5adf923f02b7d4f9b0e898dafff/5C75A783/t51.2885-15/e35/s240x240/42812648_325917738139188_3791543938716477626_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/cf8bc59a42e883675487c0a7fd199d92/5C864739/t51.2885-15/e35/s320x320/42812648_325917738139188_3791543938716477626_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/2463f376f229856c48483fae3382e310/5C895163/t51.2885-15/e35/s480x480/42812648_325917738139188_3791543938716477626_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/c3d56e2730cc7228265592e61655702d/5C73476E/t51.2885-15/sh0.08/e35/s640x640/42812648_325917738139188_3791543938716477626_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/c3d56e2730cc7228265592e61655702d/5C73476E/t51.2885-15/sh0.08/e35/s640x640/42812648_325917738139188_3791543938716477626_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f55fc7b2a863bd977b2614f06d3426c8/5C81EF8B/t51.2885-15/e35/42812648_325917738139188_3791543938716477626_n.jpg,,aniversario,bolodeananas,beach,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/911f6ee557bedac6c7d4de30aa79cc04/5C6DE207/t51.2885-15/e35/44513615_279155946067252_1161389389423480215_n.jpg,9,9,"Quero ser feliz também
Navegar nas águas do seu mar
🎵🐙🐟🐠⛵
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#sun #sunny #sunnyday #beach #spring #sea #travel #trip #explore #vacation #vacay #morning #fun #riodejaneiro #pontaldoatalaia #arraial #arraialdocabo #brazil #praia #mar #sol #férias #fds #021 #brasil",0,1910419608139425936,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Arraial do Cabo"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,6714070,Arraial do Cabo,arraial-do-cabo,333938177,BqDLIMDF2iQ,spring,sol,sea,trip,brazil,sun,1541959785,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/ea34ba6fd81362db2dda5a06d03cdf29/5C850A45/t51.2885-15/e35/s150x150/44513615_279155946067252_1161389389423480215_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/15e3c86884713a0ce826ef3908cf1bb9/5C890C0F/t51.2885-15/e35/s240x240/44513615_279155946067252_1161389389423480215_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/671c38adb12baf72db3938ab625a933e/5C8574B5/t51.2885-15/e35/s320x320/44513615_279155946067252_1161389389423480215_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/42d3f1fa402bc43e4416a87b23739f36/5C75C4EF/t51.2885-15/e35/s480x480/44513615_279155946067252_1161389389423480215_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/eb238887fb163cb2d18eb914a664ffcc/5C684BE2/t51.2885-15/sh0.08/e35/s640x640/44513615_279155946067252_1161389389423480215_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/eb238887fb163cb2d18eb914a664ffcc/5C684BE2/t51.2885-15/sh0.08/e35/s640x640/44513615_279155946067252_1161389389423480215_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/911f6ee557bedac6c7d4de30aa79cc04/5C6DE207/t51.2885-15/e35/44513615_279155946067252_1161389389423480215_n.jpg,,travel,vacation,brasil,beach,riodejaneiro,mar,sunny,arraial,praia,explore,021,férias,pontaldoatalaia,vacay,sunnyday,morning,fds,arraialdocabo,fun,,,,,,false,,,,,,,,
809,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/01979e6bad36a13b95fa9b9cc143bd14/5C6BECEE/t51.2885-15/e35/44199531_2216819085256100_6556591560968022162_n.jpg,2,2,"Para alguns , é apenas água. Para mim é a onde eu carrego minha energias. 😉🎶🌊😎 #peruibe #goobvibes #praia #sol #mar #lovephotography #naturephotography",0,1910419590689622258,false,"{""street_address"": ""Av. Pe Anchieta 6463"", ""zip_code"": ""11750-000"", ""city_name"": ""Peru\u00edbe"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,215104610,Peruibe - Balneário Oásis,peruibe-balneario-oasis,2123470128,BqDLH7zAIjy,mar,sol,lovephotography,praia,goobvibes,naturephotography,1541959783,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/06f08092214d632e40f4dc2acc52e9c9/5C656E7A/t51.2885-15/e35/c135.0.809.809/s150x150/44199531_2216819085256100_6556591560968022162_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/769b835ab94869d727284e0b4422ff04/5C6D657C/t51.2885-15/e35/c135.0.809.809/s240x240/44199531_2216819085256100_6556591560968022162_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/894417b5f95e6d87e94b037766708c16/5C88A702/t51.2885-15/e35/c135.0.809.809/s320x320/44199531_2216819085256100_6556591560968022162_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/c9a739ea3967860ce8eec52d7a50a8c3/5C668945/t51.2885-15/e35/c135.0.809.809/s480x480/44199531_2216819085256100_6556591560968022162_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/9aaf900ff1c1e47093d3b8d4e6b0f8d2/5C67E24E/t51.2885-15/sh0.08/e35/c135.0.809.809/s640x640/44199531_2216819085256100_6556591560968022162_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/9aaf900ff1c1e47093d3b8d4e6b0f8d2/5C67E24E/t51.2885-15/sh0.08/e35/c135.0.809.809/s640x640/44199531_2216819085256100_6556591560968022162_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/01979e6bad36a13b95fa9b9cc143bd14/5C6BECEE/t51.2885-15/e35/44199531_2216819085256100_6556591560968022162_n.jpg,,peruibe,,,,,,,,,,,,,,,,,,,,,,,,false,https://instagram.fplu4-1.fna.fbcdn.net/vp/aa2a4ee629c08ba712a18a3e29c881dd/5C753797/t51.2885-15/e35/45541357_1146252572192510_1471977716044483323_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/92bfa27a71b44be597e437cd77a168b3/5C7972FE/t51.2885-15/e35/44521351_2083639768612893_7156598988060569874_n.jpg,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/7931baf209befea878bc50a663c2a4db/5C740941/t51.2885-15/e35/44634031_170588430562183_6590509834981186087_n.jpg,5,5,"e pra encerrar o fim de semana, mais uma foto.. amanhã.. voltando a rotina.
#praia #joaopessoa #ferias #piscina #sol #mar #jp #tumblr #descanso #paz #amor #vibe #sorriso",0,1910419555005252008,false,"{""street_address"": ""Rua dos Pescadores"", ""zip_code"": ""58045-530"", ""city_name"": ""Jo\u00e3o Pessoa, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,341262503,Praia Ponta do Seixas,praia-ponta-do-seixas,5819564156,BqDLHakDEGo,tumblr,mar,piscina,vibe,paz,jp,1541959779,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/5f7ab5c11b00a6048a13b73a44fd3666/5C67BF03/t51.2885-15/e35/s150x150/44634031_170588430562183_6590509834981186087_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/a2a9e08a47bb1c881a3be01b4f8bef0c/5C875249/t51.2885-15/e35/s240x240/44634031_170588430562183_6590509834981186087_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/54d57d13caed0c39c7e45334a2ed9b0a/5C72A0F3/t51.2885-15/e35/s320x320/44634031_170588430562183_6590509834981186087_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/3962ae9089c7209dd71957e453c9c4e2/5C7662A9/t51.2885-15/e35/s480x480/44634031_170588430562183_6590509834981186087_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/8f2348e1edc1cf3b5b7fcda21d05b4fb/5C7FE9A4/t51.2885-15/sh0.08/e35/s640x640/44634031_170588430562183_6590509834981186087_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/8f2348e1edc1cf3b5b7fcda21d05b4fb/5C7FE9A4/t51.2885-15/sh0.08/e35/s640x640/44634031_170588430562183_6590509834981186087_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/7931baf209befea878bc50a663c2a4db/5C740941/t51.2885-15/e35/44634031_170588430562183_6590509834981186087_n.jpg,,sol,praia,sorriso,joaopessoa,amor,ferias,descanso,,,,,,,,,,,,,,,,,,false,,,,,,,,
944,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/e14f7c86cbdfe40a73be5f3835626953/5C82582D/t51.2885-15/e35/44401496_475816009576510_3999657855012936173_n.jpg,8,8,"Maragogi e suas piscinas naturais pra aproveitar em meio aos peixinhos 😍🐠 @maragogialagoas 🏖📸 Maceió
.
.
.
#photography #photographer #fotografo #fotografia #brazil #trip #vacation #alagoas #maceio #ocean #mar #coconut #coqueiros #wonderful #amazing #beautiful #nature #beach #praia #brasil #lightroom #maragogi #piscinasnaturais #photographers #ferias #fish  #peixes #caribebrasileiro",0,1910419539544755924,false,"{""street_address"": """", ""zip_code"": ""57955-000"", ""city_name"": ""Maragogi"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,238720897,Maragogi - Alagoas - Caribe Brasileiro,maragogi-alagoas-caribe-brasileiro,3964038583,BqDLHMKh87U,beautiful,coconut,fish,maragogi,caribebrasileiro,trip,1541959777,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/379c230c568aa5a49fb1c629bf63c93a/5C85A84D/t51.2885-15/e35/c68.0.944.944/s150x150/44401496_475816009576510_3999657855012936173_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/7dbe30e911fe7e532560b1026ad18f0b/5C749D07/t51.2885-15/e35/c68.0.944.944/s240x240/44401496_475816009576510_3999657855012936173_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/1254dc5655b239ddce6f2f76cc415c4e/5C852FBD/t51.2885-15/e35/c68.0.944.944/s320x320/44401496_475816009576510_3999657855012936173_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/c1a9b66cd7fcb510c6e2bdd50e770afb/5C8A33E7/t51.2885-15/e35/c68.0.944.944/s480x480/44401496_475816009576510_3999657855012936173_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/c4ab8b42d9855cb5fb5d259bd43f041d/5C821804/t51.2885-15/sh0.08/e35/c68.0.944.944/s640x640/44401496_475816009576510_3999657855012936173_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/c4ab8b42d9855cb5fb5d259bd43f041d/5C821804/t51.2885-15/sh0.08/e35/c68.0.944.944/s640x640/44401496_475816009576510_3999657855012936173_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e14f7c86cbdfe40a73be5f3835626953/5C82582D/t51.2885-15/e35/44401496_475816009576510_3999657855012936173_n.jpg,,brazil,photographer,vacation,amazing,wonderful,piscinasnaturais,lightroom,mar,nature,photography,coqueiros,alagoas,praia,photographers,fotografia,fotografo,brasil,maceio,beach,ocean,peixes,ferias,,,false,,,,,,,,
768,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/336a874dada0bec0763e003ea288ea82/5C7FD527/t51.2885-15/e35/44335812_2349805018639574_7066570013953326935_n.jpg,12,12,É com a água salgada que a alma é lavada.🌊☀️ #natalrn #pernambuco #brasil #praia #praiana #boatardinha #happy #love #pontanegra #mar,1,1910419493667989781,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Ponta Negra, Rio Grande Do Norte, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,216072847,"Ponta Negra, Rio Grande Do Norte, Brazil",ponta-negra-rio-grande-do-norte-brazil,356343686,BqDLGhcD-kV,pontanegra,mar,love,brasil,praia,praiana,1541959772,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/10b5bf8a16f1191180cb77042f4b2499/5C695C67/t51.2885-15/e35/c156.0.768.768/s150x150/44335812_2349805018639574_7066570013953326935_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/9aea35e7c91b875ec2383b64d4c1a44e/5C7FE561/t51.2885-15/e35/c156.0.768.768/s240x240/44335812_2349805018639574_7066570013953326935_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/d49e84bf3dd8efb82ffe14d6ba024e67/5C71581F/t51.2885-15/e35/c156.0.768.768/s320x320/44335812_2349805018639574_7066570013953326935_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/de012fb64428b4c049e0990c101a689e/5C8A0558/t51.2885-15/e35/c156.0.768.768/s480x480/44335812_2349805018639574_7066570013953326935_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/271c9a683841223d4aeaf72539bd71b7/5C867153/t51.2885-15/sh0.08/e35/c156.0.768.768/s640x640/44335812_2349805018639574_7066570013953326935_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/271c9a683841223d4aeaf72539bd71b7/5C867153/t51.2885-15/sh0.08/e35/c156.0.768.768/s640x640/44335812_2349805018639574_7066570013953326935_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/336a874dada0bec0763e003ea288ea82/5C7FD527/t51.2885-15/e35/44335812_2349805018639574_7066570013953326935_n.jpg,,pernambuco,natalrn,boatardinha,happy,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,
754,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/8e35d1384e60479d44f16c0086f9adb6/5C707314/t51.2885-15/e35/44887979_2204859456507240_7889008445544207497_n.jpg,4,4,"nature-se

#sky #sun #beatch #life #lifestyle #itacoa #kombi #rj #riodejaneiro #brasil #ro #regiaooceanica #oculos #praia #sol #mar #nature #natureza #diaadia #dia l #montanhas #trilha #trips #mirante",0,1910419374163200088,false,,,,,,6249006508,BqDLEyJBYhY,itacoa,sol,oculos,sun,sky,regiaooceanica,1541959758,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/88392ff464fea1a3460ffe6f6043005a/5C74524C/t51.2885-15/e35/c0.2.720.720/s150x150/44887979_2204859456507240_7889008445544207497_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/9a0b79be367b170650894ad12ef65d8a/5C69774A/t51.2885-15/e35/c0.2.720.720/s240x240/44887979_2204859456507240_7889008445544207497_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/c2d4d03278112deec24f84855cbef5e0/5C820734/t51.2885-15/e35/c0.2.720.720/s320x320/44887979_2204859456507240_7889008445544207497_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/0bdd2a36bef7875b0114211582422001/5C772773/t51.2885-15/e35/c0.2.720.720/s480x480/44887979_2204859456507240_7889008445544207497_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/382caeb3be9e4bee7d4c697c4191edf0/5C7DE159/t51.2885-15/sh0.08/e35/c0.2.720.720/s640x640/44887979_2204859456507240_7889008445544207497_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/382caeb3be9e4bee7d4c697c4191edf0/5C7DE159/t51.2885-15/sh0.08/e35/c0.2.720.720/s640x640/44887979_2204859456507240_7889008445544207497_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/8e35d1384e60479d44f16c0086f9adb6/5C707314/t51.2885-15/e35/44887979_2204859456507240_7889008445544207497_n.jpg,,diaadia,ro,rj,riodejaneiro,life,mar,nature,praia,trilha,mirante,montanhas,natureza,beatch,lifestyle,brasil,dia,kombi,trips,,,,,,,false,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/5f063718c66601d7949fb5b2d78fa0b7/5C63ADDF/t51.2885-15/e35/44532276_409878279548308_3085721397341411393_n.jpg,3,3,Melhor férias das férias não há 😍❤️ #feriasdasferias #praiadotombo #guaruja #pretapretapretinha #praia #mar #paz #tranquilidade #amor,0,1910419364819249161,false,"{""street_address"": """", ""zip_code"": ""11420-000"", ""city_name"": ""Guaruj\u00e1, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,280964235,Praia do Tombo - Guarujá - SP,praia-do-tombo-guaruja-sp,1465070385,BqDLEpcFCgJ,mar,tranquilidade,paz,guaruja,praiadotombo,praia,1541959756,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/3ab5bc7efe2fc95c494fb4e702e00d3a/5C6A5D9D/t51.2885-15/e35/s150x150/44532276_409878279548308_3085721397341411393_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/08faac293928c2842d94f26480e16cbe/5C8750D7/t51.2885-15/e35/s240x240/44532276_409878279548308_3085721397341411393_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/92454c625ed0a40019261fe7356899c5/5C77796D/t51.2885-15/e35/s320x320/44532276_409878279548308_3085721397341411393_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/a011dbbfd2dd43c262239bb2ef5f6d22/5C6D7F37/t51.2885-15/e35/s480x480/44532276_409878279548308_3085721397341411393_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/b6801e6fc1e5e5505f7d8e8758638791/5C7AFC3A/t51.2885-15/sh0.08/e35/s640x640/44532276_409878279548308_3085721397341411393_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b6801e6fc1e5e5505f7d8e8758638791/5C7AFC3A/t51.2885-15/sh0.08/e35/s640x640/44532276_409878279548308_3085721397341411393_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5f063718c66601d7949fb5b2d78fa0b7/5C63ADDF/t51.2885-15/e35/44532276_409878279548308_3085721397341411393_n.jpg,,feriasdasferias,pretapretapretinha,amor,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,
672,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/b1417cd3e8c4614f2655bc66a2850e34/5C7A2E37/t51.2885-15/e35/45592007_2032421580135057_8484450932379669828_n.jpg,15,15,"Som aigua, som moviment,
som l'alegria latent amb el cor calent.

#far #Fotografia #Photography #mar #pasarela #marea #Nikon #Tokina116 #sea #horizon #sky #ocean #sunset #wave #calm #water #windwave #sunrise #dusk #coast #coastalandoceaniclandforms #evening #cloud",0,1910419246749751093,false,,,,,,975139049,BqDLC7elpc1,pasarela,Tokina116,evening,coastalandoceaniclandforms,sea,sunrise,1541959742,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/43902857c59e8912b8eb5a572f5fe60e/5C88BAD6/t51.2885-15/e35/c204.0.672.672/s150x150/45592007_2032421580135057_8484450932379669828_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/d1bc58f1379d049af3939e12326b5066/5C87BFD0/t51.2885-15/e35/c204.0.672.672/s240x240/45592007_2032421580135057_8484450932379669828_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/c3817a4c6addb0176715f439f83bca77/5C7664AE/t51.2885-15/e35/c204.0.672.672/s320x320/45592007_2032421580135057_8484450932379669828_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/49614373a5a02a83450a0af1a8155b12/5C7ADBE9/t51.2885-15/e35/c204.0.672.672/s480x480/45592007_2032421580135057_8484450932379669828_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/d3b422d540f8afcb2a85dd3e2dec6bdf/5C8A06E2/t51.2885-15/sh0.08/e35/c204.0.672.672/s640x640/45592007_2032421580135057_8484450932379669828_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d3b422d540f8afcb2a85dd3e2dec6bdf/5C8A06E2/t51.2885-15/sh0.08/e35/c204.0.672.672/s640x640/45592007_2032421580135057_8484450932379669828_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b1417cd3e8c4614f2655bc66a2850e34/5C7A2E37/t51.2885-15/e35/45592007_2032421580135057_8484450932379669828_n.jpg,,Photography,sky,Nikon,Fotografia,calm,windwave,mar,dusk,far,marea,coast,water,cloud,wave,ocean,sunset,horizon,,,,,,,,false,,,,,,,,
552,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/427bc5c40d68e90a8881f0c86b964135/5C7DD34E/t51.2885-15/e35/44744357_196072744672757_7372104938240932256_n.jpg,7,7,"Viva...💘
.
.
.
.
.
 #xxflwtfriday #paraiso #edição #diferente #agua #5fatosxxflwt #newlikesxx #praia #elogiosflwt #newbeeflwt #brasil #pedecoco #photography #presets #publicidade #presetslightroom #photo #fotografo #fotografia #ligthroom #lurimeavalia #mar #viagem #xflwtlikeme #springxxflwt #xxlikeold #modelo #model",0,1910419109737435977,false,,,,,,3588541866,BqDLA74BJNJ,springxxflwt,photo,xxflwtfriday,publicidade,xflwtlikeme,xxlikeold,1541959726,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/a77503487bacbde295398a6f6597a507/5C64FD37/t51.2885-15/e35/c95.0.530.530/s150x150/44744357_196072744672757_7372104938240932256_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/5273af4cd64cd81b810536742c4ead18/5C6A1D7D/t51.2885-15/e35/c95.0.530.530/s240x240/44744357_196072744672757_7372104938240932256_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/75d09ab809330010ffcc4dc8d46792a1/5C7C54C7/t51.2885-15/e35/c95.0.530.530/s320x320/44744357_196072744672757_7372104938240932256_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/8a4c29f3fbcdfd17d737771809bebc19/5C66F19D/t51.2885-15/e35/c95.0.530.530/s480x480/44744357_196072744672757_7372104938240932256_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/f122afae3a1bb98d8b130998581d9a66/5C72DD77/t51.2885-15/e35/c95.0.530.530/44744357_196072744672757_7372104938240932256_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f122afae3a1bb98d8b130998581d9a66/5C72DD77/t51.2885-15/e35/c95.0.530.530/44744357_196072744672757_7372104938240932256_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/427bc5c40d68e90a8881f0c86b964135/5C7DD34E/t51.2885-15/e35/44744357_196072744672757_7372104938240932256_n.jpg,,newbeeflwt,diferente,newlikesxx,mar,ligthroom,presetslightroom,photography,presets,agua,5fatosxxflwt,praia,paraiso,fotografia,fotografo,viagem,lurimeavalia,brasil,elogiosflwt,edição,pedecoco,modelo,model,,,false,,,,,,,,
