dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location,owner/id,shortcode,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,location/address_json,location/has_public_page,location/id,location/name,location/slug,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,tags/23,tags/24,tags/25,tags/26,tags/27,tags/28,urls/1,urls/2,urls/3,urls/4,urls/5,urls/6,urls/7,urls/8,urls/9,comments_disabled,tags/29,video_view_count
607,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/01cb87bd50c7b3189d24a8748c96898b/5BE49B8C/t51.2885-15/fr/e15/s1080x1080/44391551_562618997523782_1725845351991403105_n.jpg,3,3,Lil film session with the incredible @luanapigatto one of Brazils top female anglers #fishing #peacockbass #flyfishing #bass #bassfishing #miami #brasil #tucunare #shimano #diawareels #mustadhooks,0,1906951696823733231,true,,3170852475,Bp22nb9Acvv,1541546585,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/3d474e4311d6b13b2f0ff823fcd96155/5BE455DE/t51.2885-15/e15/c236.0.607.607/s150x150/44391551_562618997523782_1725845351991403105_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/e134728d5ad57a3e3dc86233e6f4e546/5BE44014/t51.2885-15/e15/c236.0.607.607/s240x240/44391551_562618997523782_1725845351991403105_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/2b1712046c908d57eb7fa7e20f117c12/5BE477AE/t51.2885-15/e15/c236.0.607.607/s320x320/44391551_562618997523782_1725845351991403105_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/e2e8ea1b682c71fa5dd60320c65ae77b/5BE458B4/t51.2885-15/e15/c236.0.607.607/s480x480/44391551_562618997523782_1725845351991403105_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/a88bce47999f02c323e70548941e082d/5BE4946B/t51.2885-15/e15/c236.0.607.607/44391551_562618997523782_1725845351991403105_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/a88bce47999f02c323e70548941e082d/5BE4946B/t51.2885-15/e15/c236.0.607.607/44391551_562618997523782_1725845351991403105_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/1287268b6470aef7579b5ba8cdc6847f/5BE441A8/t50.2886-16/45197046_1120936324746837_4563860750132576256_n.mp4,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Miami, Florida"", ""region_name"": """", ""country_code"": ""US"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,212941492,"Miami, Florida",miami-florida,mustadhooks,bass,miami,flyfishing,shimano,bassfishing,fishing,tucunare,peacockbass,diawareels,brasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/cd50f27c49cb7ed8e502540a2ef088c1/5C6AA1B0/t51.2885-15/e35/43732667_349912692241367_8659053552531041647_n.jpg,6,6,"A alegria não está nas coisas,está em nós!🌸
.
.
.
.
.
.
.
.
#sol #summervibes #goodvibes #felicidade #ferias #calmaria #nature #photography #brasil #amor #sunset #travel #praia #instafashion #instagood",2,1906953402303272556,false,,2014034054,Bp23AQTglZs,1541546582,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/78cb57b80af2fb040152cb921c390108/5C6C56E8/t51.2885-15/e35/c0.135.1080.1080/s150x150/43732667_349912692241367_8659053552531041647_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/cb1f115c024df82c92d2b03f19990fe8/5C717DA2/t51.2885-15/e35/c0.135.1080.1080/s240x240/43732667_349912692241367_8659053552531041647_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/d06a49dfa7ab576df3c72668e02b92f9/5C709D18/t51.2885-15/e35/c0.135.1080.1080/s320x320/43732667_349912692241367_8659053552531041647_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/eb15cc19d3f232ca12b7d297337c9e89/5C737642/t51.2885-15/e35/c0.135.1080.1080/s480x480/43732667_349912692241367_8659053552531041647_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/784e441443fc9b74d07dc21b3cf3cd6a/5C88F7F3/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/43732667_349912692241367_8659053552531041647_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/784e441443fc9b74d07dc21b3cf3cd6a/5C88F7F3/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/43732667_349912692241367_8659053552531041647_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/cd50f27c49cb7ed8e502540a2ef088c1/5C6AA1B0/t51.2885-15/e35/43732667_349912692241367_8659053552531041647_n.jpg,,,,,,brasil,calmaria,nature,photography,sol,instagood,praia,summervibes,goodvibes,sunset,felicidade,amor,ferias,travel,instafashion,,,,,,,,,,,,,,,,,,,,,,,,false,,
421,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/92ebd79826bfae44cecffcbabe407376/5C87187A/t51.2885-15/e35/43607980_297228624464669_9059403198805516959_n.jpg,1,1,"Loading ...............%
#djmarcoskaylor #dj #doidodoboné #piratorio #maranhão #brasil #saoluis #saoluisdomaranhao",0,1906953409609798930,false,,4781802674,Bp23AXHAxUS,1541546582,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/1a28651facf1cafe2bd5f72ad2a23ec3/5C745EF9/t51.2885-15/e35/c157.0.405.405/s150x150/43607980_297228624464669_9059403198805516959_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/306de76bd911b830a3b4f4235923eea2/5C6DCFB3/t51.2885-15/e35/c157.0.405.405/s240x240/43607980_297228624464669_9059403198805516959_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/d0af7d1c8b99c3dbb20c72c47335e008/5C857809/t51.2885-15/e35/c157.0.405.405/s320x320/43607980_297228624464669_9059403198805516959_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/e103cfd1db6d29926f58c9f6809a3783/5C7DD2FF/t51.2885-15/e35/c157.0.405.405/43607980_297228624464669_9059403198805516959_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/e103cfd1db6d29926f58c9f6809a3783/5C7DD2FF/t51.2885-15/e35/c157.0.405.405/43607980_297228624464669_9059403198805516959_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e103cfd1db6d29926f58c9f6809a3783/5C7DD2FF/t51.2885-15/e35/c157.0.405.405/43607980_297228624464669_9059403198805516959_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/92ebd79826bfae44cecffcbabe407376/5C87187A/t51.2885-15/e35/43607980_297228624464669_9059403198805516959_n.jpg,,,,,,dj,brasil,doidodoboné,maranhão,saoluis,saoluisdomaranhao,piratorio,djmarcoskaylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/cf6838a54a12a66ee9d4de790ae1f2db/5C7AFA42/t51.2885-15/e35/42582798_339243373475571_3492600882080034053_n.jpg,2,2,😍😍moda praia ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀👉🏻Pedidos e Informações 📱WhatsApp: (11) 99195-5426 🚗 Levamos as peças até você. ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀#brasil #cut #love #instaloja #instablog #itupeva  #boanoite #jundiai #indaiatuba #blusinha #amigas #compras #tshirt ⠀,1,1906953404534588981,false,,8927789157,Bp23ASYgYY1,1541546582,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/6b6d3dd40d0798b3a790f1238424fb56/5C7ED300/t51.2885-15/e35/s150x150/42582798_339243373475571_3492600882080034053_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/ca38d8b2d7b73becada1ae56b0512c46/5C80DA4A/t51.2885-15/e35/s240x240/42582798_339243373475571_3492600882080034053_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/9214917d7088271ca08a1e715225bcf8/5C6579F0/t51.2885-15/e35/s320x320/42582798_339243373475571_3492600882080034053_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/f2c55ecbe56d42489611391a53fd054c/5C76B1AA/t51.2885-15/e35/s480x480/42582798_339243373475571_3492600882080034053_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/2d93076b5e41a89ecb89c3dab31be94b/5C7CCDA7/t51.2885-15/sh0.08/e35/s640x640/42582798_339243373475571_3492600882080034053_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/2d93076b5e41a89ecb89c3dab31be94b/5C7CCDA7/t51.2885-15/sh0.08/e35/s640x640/42582798_339243373475571_3492600882080034053_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/cf6838a54a12a66ee9d4de790ae1f2db/5C7AFA42/t51.2885-15/e35/42582798_339243373475571_3492600882080034053_n.jpg,,,,,,indaiatuba,cut,love,brasil,jundiai,compras,tshirt,amigas,itupeva,instablog,blusinha,instaloja,boanoite,,,,,,,,,,,,,,,,,,,,,,,,,,false,,
750,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/9e645e8d9c678b50bf66db06ab177e63/5C79F018/t51.2885-15/e35/44858266_186799648912661_4370670870476554613_n.jpg,1,1,"Follow → @solteiranapista .
.
.
#engraçado #engra #humor #memes #meme #ados #solteiranapista #zueira #rir #piada #piadas #comedia #risos #solteira #zoeira #otariano #memestagram #brasil #engracados #memesdaily #memesbr #zueiras #dankmemes #doido #instamemes #risosolto #zoeiras #memegram #videosengracados #risos",1,1906953406549170130,false,,605173886,Bp23AUQlZfS,1541546582,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/54e014d4c6565de216de34f2ae896c90/5C8A8F5A/t51.2885-15/e35/s150x150/44858266_186799648912661_4370670870476554613_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/cf5393b6822075170a7c8f27c913a7a5/5C6C7E10/t51.2885-15/e35/s240x240/44858266_186799648912661_4370670870476554613_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/c0c48573143c7c889510fa5e8f91afd6/5C71C1AA/t51.2885-15/e35/s320x320/44858266_186799648912661_4370670870476554613_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/46be67ff6bc356244be3a9c74c8555f1/5C79C9F0/t51.2885-15/e35/s480x480/44858266_186799648912661_4370670870476554613_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/a83bdc03f8d9ea40843cd6065778069b/5C78CCFD/t51.2885-15/sh0.08/e35/s640x640/44858266_186799648912661_4370670870476554613_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/a83bdc03f8d9ea40843cd6065778069b/5C78CCFD/t51.2885-15/sh0.08/e35/s640x640/44858266_186799648912661_4370670870476554613_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/9e645e8d9c678b50bf66db06ab177e63/5C79F018/t51.2885-15/e35/44858266_186799648912661_4370670870476554613_n.jpg,,,,,,zueiras,videosengracados,piada,rir,zoeira,piadas,engracados,zueira,comedia,humor,doido,memestagram,memes,engra,meme,engraçado,solteira,instamemes,memesdaily,memegram,ados,solteiranapista,brasil,dankmemes,memesbr,zoeiras,risosolto,otariano,risos,,,,,,,,,,false,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/a785e707c3c0a97f4d2ccbeb12d5c7a3/5C83D4BF/t51.2885-15/e35/44308115_562464494180188_3828848710952363288_n.jpg,1,1,"QUIERES GANARTE UNA BECA EN BELLEZA????
PUES ESTA ES TÚ OPORTUNIDAD de ser parte de NOSOTROS... ES TAN FÁCIL COMO SEGUIR LOS SIGUIENTES PASOS... ➡️Sigue nuestras cuentas @armandocabrerac y @gaviriacentrodeformacion
➡️Menciona a 3 amigas y que sigan las cuentas antes mencionadas
➡️Utiliza el Hashtag #mibecacongaviria
➡️Dale Like a la foto

El sorteo se realizará el dia SABADO 1 DE DICIEMBRE a las 14:00 desde la cuenta @armandocabrerac en un en Vivo 
SUERTE A TODAS Y A TODOS.... #dressyourface #makeupartistsworldwide #chile #europa #panama #colombia #undiscovered_muas #guayaquil #newyork #ecuador🇪🇨 #ecuador #glammakeup #cali #españa #peru #brasil #universodamaquiagem_oficial #medellin #italia #maquilladoresecuador #maquillajeec #loucaspormaquiagem #miami #makeupnaturalista #argentina #mexico #makeupguayaquil @maquilladorasec @undiscovered_muas @mbacosmetics @glitterrealmco @glitterinjections @opvbeauty @stilacosmetics @beccacosmetics @beccacosmetics_france",0,1906953393411207985,false,,1419925549,Bp23AIBgDMx,1541546580,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/deb95c55a6c0c700a58ed262d5c50054/5C67C8FD/t51.2885-15/e35/s150x150/44308115_562464494180188_3828848710952363288_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/c72f81b9d5d7537e71f225d01feec897/5C7F65B7/t51.2885-15/e35/s240x240/44308115_562464494180188_3828848710952363288_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/5637a64d1d9cb4f0239085dd2ad8ccdd/5C735D0D/t51.2885-15/e35/s320x320/44308115_562464494180188_3828848710952363288_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/37e2d37503dcaaf562e2bcf189c0bc37/5C7F7F57/t51.2885-15/e35/s480x480/44308115_562464494180188_3828848710952363288_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/81f81216968ceadd9ea581a5c4eb8f93/5C87AD5A/t51.2885-15/sh0.08/e35/s640x640/44308115_562464494180188_3828848710952363288_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/81f81216968ceadd9ea581a5c4eb8f93/5C87AD5A/t51.2885-15/sh0.08/e35/s640x640/44308115_562464494180188_3828848710952363288_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/a785e707c3c0a97f4d2ccbeb12d5c7a3/5C83D4BF/t51.2885-15/e35/44308115_562464494180188_3828848710952363288_n.jpg,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Guayaquil, Ecuador"", ""region_name"": """", ""country_code"": ""EC"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,220705331,"Guayaquil, Ecuador",guayaquil-ecuador,makeupartistsworldwide,mexico,colombia,maquilladoresecuador,universodamaquiagem_oficial,españa,panama,cali,italia,peru,argentina,ecuador,makeupnaturalista,europa,newyork,makeupguayaquil,mibecacongaviria,undiscovered_muas,chile,maquillajeec,guayaquil,dressyourface,brasil,medellin,glammakeup,loucaspormaquiagem,miami,,,,,,,,,,,,false,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/01c466f30afc4b97e5de2f35100cad16/5C73C0B9/t51.2885-15/e35/44202710_192241584998816_889776884538326799_n.jpg,0,0,"H O T pants + top tomara que caia com detalhe transpassado = para elas que desejam estar elegantes no verão! 
Ref.: B0110 | C0101 
Loja física: Ilhota - SC
Loja virtual: www.lojailhasrio.com.br",1,1906953378682361789,false,,245358330,Bp22_6Tl9e9,1541546579,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/5c453d4f8e08ef9cb4e8606b0cbdb379/5C71622B/t51.2885-15/e35/s150x150/44202710_192241584998816_889776884538326799_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/0a738a5df1ea1f04e899b3bcb04ec27f/5C81D99E/t51.2885-15/e35/s240x240/44202710_192241584998816_889776884538326799_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/1463483e87768876a39ce76900c0d6b4/5C74CE26/t51.2885-15/e35/s320x320/44202710_192241584998816_889776884538326799_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/6f1a88e6c03f523b4c516b521215ade4/5C6A077A/t51.2885-15/e35/s480x480/44202710_192241584998816_889776884538326799_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/2c6288c6591fbb22bf5362f5617f791b/5C81DECA/t51.2885-15/sh0.08/e35/s640x640/44202710_192241584998816_889776884538326799_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/2c6288c6591fbb22bf5362f5617f791b/5C81DECA/t51.2885-15/sh0.08/e35/s640x640/44202710_192241584998816_889776884538326799_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/01c466f30afc4b97e5de2f35100cad16/5C73C0B9/t51.2885-15/e35/44202710_192241584998816_889776884538326799_n.jpg,"{""street_address"": ""Rua Pedro Castellain, 133"", ""zip_code"": ""88320-000"", ""city_name"": ""Ilhota"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,1020189301,Ilha's Rio,ilhas-rio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://instagram.fplu4-1.fna.fbcdn.net/vp/3c8ae183680214522691e98918d8dc34/5C814006/t51.2885-15/e35/43272395_2147857785532202_7042806903696985050_n.jpg,,,,,,,,,false,,
750,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/649bcf2530332a20a41cd88c60eb1256/5C8548CF/t51.2885-15/e35/43914901_489369191584512_4228162145531861229_n.jpg,1,1,"Ensine o caminho que seus filhos devem andar ,e ele não desviará do caminho ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
Publicidade 📺 @cachacasentaapua 
Ativem as notificações 🔔 ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
#militarismo#militar#exercitobrasileiro#exercito#lute#brasil#brasilacimadetudo#fuzileirosnavais#aeronautica#pm#rocam#infantaria#artilharia#sonho#usamilitary#army#tatico#policiamilitar#policial#policia#marinhadobrasil#marinha#fuzil#airsoft#airsoftbrasil#guerra#war#esa#bolsonaro2018#elesim
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
Siga os ADMS↘️
@kvra_l 
@moonchild_1998 
@jmedeiros_02 ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
Nossos parceiros↘️
@fardadadafamilia 
@policiaprotege 
@grumec_br
@1thiagosilva_",0,1906953375325569762,false,,6740726134,Bp22_3Lg0Li,1541546578,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/eb67b0ebd68efaff6877b54238c03f44/5C82AD8D/t51.2885-15/e35/s150x150/43914901_489369191584512_4228162145531861229_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/bb5527d8134d123e16a21354db65598e/5C7F78C7/t51.2885-15/e35/s240x240/43914901_489369191584512_4228162145531861229_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/b38f0b5d82f246fdc824904798c9d96e/5C7EAA7D/t51.2885-15/e35/s320x320/43914901_489369191584512_4228162145531861229_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/88b5ba0237a581926c29dca297942a50/5C66CF27/t51.2885-15/e35/s480x480/43914901_489369191584512_4228162145531861229_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/95cdf68762a2c7c3d8a9a24f8b3b2f89/5C68A62A/t51.2885-15/sh0.08/e35/s640x640/43914901_489369191584512_4228162145531861229_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/95cdf68762a2c7c3d8a9a24f8b3b2f89/5C68A62A/t51.2885-15/sh0.08/e35/s640x640/43914901_489369191584512_4228162145531861229_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/649bcf2530332a20a41cd88c60eb1256/5C8548CF/t51.2885-15/e35/43914901_489369191584512_4228162145531861229_n.jpg,,,,,,artilharia,guerra,infantaria,sonho,elesim,aeronautica,airsoftbrasil,airsoft,fuzil,tatico,marinha,brasilacimadetudo,army,exercitobrasileiro,marinhadobrasil,militarismo,esa,militar,war,pm,rocam,exercito,fuzileirosnavais,lute,bolsonaro2018,policial,brasil,policia,policiamilitar,,,,,,,,,,false,usamilitary,
618,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/dcebff05f526895b8c348820dcbd9e0c/5C71C289/t51.2885-15/e35/42898870_193267174926189_4315625703398324416_n.jpg,3,3,"BOA NOITE FAMÍLIA 🔑🚀
.
.
.
#bmw #f800 #f800gs #boanoite #favelavenceu #4cilindros #600cc #1000cc #puxoucortouraspou #sp #osasco #grauderua #favela #grauecorte #grauearte #grau #grauetoque #244 #2rodas #26danorte #brazil #brasil #imperadormilgrau #motospersonalizadas #motocapital #bomdia #instagram",1,1906953370830496392,false,,7438241384,Bp22_y_leKI,1541546578,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/a93eb167e618a6f0a84bfd2c37b98d5d/5C8597A1/t51.2885-15/e35/c9.0.522.522/s150x150/42898870_193267174926189_4315625703398324416_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/2f180b914bf258c3b0832dee9a737297/5C8956EB/t51.2885-15/e35/c9.0.522.522/s240x240/42898870_193267174926189_4315625703398324416_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/bdf6feb0ca127629f3b16668217103aa/5C735F51/t51.2885-15/e35/c9.0.522.522/s320x320/42898870_193267174926189_4315625703398324416_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/87d15b7561edfbd4f375fb319ad85e7a/5C6A500B/t51.2885-15/e35/c9.0.522.522/s480x480/42898870_193267174926189_4315625703398324416_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/ae0b0081c6e57e8816b9c457accb3137/5C648CEF/t51.2885-15/e35/c9.0.522.522/42898870_193267174926189_4315625703398324416_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/ae0b0081c6e57e8816b9c457accb3137/5C648CEF/t51.2885-15/e35/c9.0.522.522/42898870_193267174926189_4315625703398324416_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/dcebff05f526895b8c348820dcbd9e0c/5C71C289/t51.2885-15/e35/42898870_193267174926189_4315625703398324416_n.jpg,,,,,,instagram,1000cc,grauderua,grauearte,brazil,grauetoque,motospersonalizadas,26danorte,favelavenceu,f800,grauecorte,2rodas,244,bmw,bomdia,puxoucortouraspou,brasil,4cilindros,boanoite,osasco,sp,grau,f800gs,600cc,imperadormilgrau,favela,motocapital,,,,,,,,,,,,false,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/aa40e29837c1fee0fc2464f9a58dcadd/5C799EEE/t51.2885-15/e35/44274856_2002774933348336_1751456415751256234_n.jpg,3,3,"Sou muitas, o estático me incomoda. Paleta de mil cores. Sou movimento, insônia e danço de pontas de pés. Tenho pressa, ando sempre ansiosa em busca do que vem em seguida... mais vida, mais gente, mais tempo... ou seria menos? No meu poço, tudo converge a uma só coisa: seguir sendo~ninguém mais~do que EU. E assim sigo, segura de que a vida só vale se for assim: vivida pra mim.

Texto foda de uma lindeza que a vida me apresentou: @laisareis. Fiz algumas adaptações pra ficar mais minha cara, tá? 😂😅🦄",1,1906953358172127581,false,,514985626,Bp22_nNFoFd,1541546576,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/0eaec890b330a1bc4ce05ff3a5deb28d/5C87A8FD/t51.2885-15/e35/c0.112.900.900/s150x150/44274856_2002774933348336_1751456415751256234_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/8e0dd16c53022693f0c54776feb42c55/5C7B57FB/t51.2885-15/e35/c0.112.900.900/s240x240/44274856_2002774933348336_1751456415751256234_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/fae92f4e881b97f9f6be5a3ba4e9e260/5C868485/t51.2885-15/e35/c0.112.900.900/s320x320/44274856_2002774933348336_1751456415751256234_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/e71b9445ef0b673bb25fd1fc7ae5c6cd/5C7600C2/t51.2885-15/e35/c0.112.900.900/s480x480/44274856_2002774933348336_1751456415751256234_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/0c303ccc971fee4ef1a453bdb339e38b/5C7A6BC9/t51.2885-15/sh0.08/e35/c0.112.900.900/s640x640/44274856_2002774933348336_1751456415751256234_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/0c303ccc971fee4ef1a453bdb339e38b/5C7A6BC9/t51.2885-15/sh0.08/e35/c0.112.900.900/s640x640/44274856_2002774933348336_1751456415751256234_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/aa40e29837c1fee0fc2464f9a58dcadd/5C799EEE/t51.2885-15/e35/44274856_2002774933348336_1751456415751256234_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,
