dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location/address_json,location/has_public_page,location/id,location/name,location/slug,owner/id,shortcode,tags/0,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,tags/1,tags/2,location,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,tags/23,comments_disabled,tags/24,tags/25,tags/26,tags/27,tags/28,urls/1,urls/2,urls/3,urls/4,urls/5,video_view_count,urls/6,urls/7,urls/8,tags/29
750,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/0d4dd9170ca3dc0d8689785316eac53e/5BEAF5E8/t51.2885-15/e15/45683491_1902619183189733_7342636005935124818_n.jpg,0,0,"Bom final de semana amiguinhos da Lilica 💕😘.
#piscina #sol #domingo #praia #despacito",0,1910418566643754281,true,,,,,,9145633910,BqDK5CFHKUp,praia,1541959706,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/e1a6a84ba323e7d487fe9fad0501b839/5BEAD583/t51.2885-15/e15/s150x150/45683491_1902619183189733_7342636005935124818_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/af60622284218beee667e69682824a96/5BEB3EC5/t51.2885-15/e15/s240x240/45683491_1902619183189733_7342636005935124818_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/f6310a0a25e1b7d6d688533804b2e25c/5BEB117B/t51.2885-15/e15/s320x320/45683491_1902619183189733_7342636005935124818_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/d8c094ed731b3ddd8730409016478876/5BEAFA3C/t51.2885-15/e15/s480x480/45683491_1902619183189733_7342636005935124818_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/d1727a518ff8d54a37c55c86a0caa8e4/5BEB0180/t51.2885-15/e15/s640x640/45683491_1902619183189733_7342636005935124818_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d1727a518ff8d54a37c55c86a0caa8e4/5BEB0180/t51.2885-15/e15/s640x640/45683491_1902619183189733_7342636005935124818_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/6d3aa11e06daad5c51206dbec32bdead/5BEAE63D/t50.2886-16/45420680_1878583845595549_9046010357344108544_n.mp4,domingo,despacito,,piscina,sol,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,0,,,,
422,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/cf0d6fb2e200a1e1fa89c8a41feec205/5BEAC13E/t51.2885-15/e15/43703176_129981047988293_4078995773331754004_n.jpg,4,4,"Praia de Tambaú - João Pessoa - Paraíba 
@tambauhotel 
Vídeo: @paulo_jorge_boy 
#jp #paraiba #praia #mar #ferias #lazer #likeforlikes #turismo",0,1910418928888497253,false,,,,,,6881001890,BqDK-TclMRl,likeforlikes,1541959704,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/e155046064023d6e0bbd3469555a0958/5BEB3EE0/t51.2885-15/e15/c157.0.406.406/s150x150/43703176_129981047988293_4078995773331754004_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/c34f243b66e8c3bb1e171c0c5eab1550/5BEADC2A/t51.2885-15/e15/c157.0.406.406/s240x240/43703176_129981047988293_4078995773331754004_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/4bfe6f16f266fede20b06f6b22b1b36c/5BEB4790/t51.2885-15/e15/c157.0.406.406/s320x320/43703176_129981047988293_4078995773331754004_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/dcac0a235a59c4b4e04337be9650311f/5BEB5E13/t51.2885-15/e15/c157.0.406.406/43703176_129981047988293_4078995773331754004_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/dcac0a235a59c4b4e04337be9650311f/5BEB5E13/t51.2885-15/e15/c157.0.406.406/43703176_129981047988293_4078995773331754004_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/dcac0a235a59c4b4e04337be9650311f/5BEB5E13/t51.2885-15/e15/c157.0.406.406/43703176_129981047988293_4078995773331754004_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/0b68b99b8e99af54d5b639228f83ec1c/5BEB57E4/t50.2886-16/45518958_1835717053191348_2868948942962294784_n.mp4,mar,paraiba,,jp,turismo,praia,lazer,ferias,,,,,,,,,,,,,,,,,false,,,,,,https://instagram.fplu4-1.fna.fbcdn.net/vp/31da0ea38c8a6fb7b6258119c3b04c84/5C84BEDA/t51.2885-15/e35/44808307_452727908465814_1257315480122049698_n.jpg,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/aace673691cf5a2bcec7e361a97f88fd/5C83B776/t51.2885-15/e35/43249423_1839163912847689_7703931516383793574_n.jpg,2,2,"Mangue secco #praia do saco
Passeio de lancha",0,1910418842897596375,false,,,,,,1580345852,BqDK9DXH7_X,praia,1541959694,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/c489006d444199f8b00a3ac1021c3fd6/5C877449/t51.2885-15/e35/s150x150/43249423_1839163912847689_7703931516383793574_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/b0cbef986c4b3d4f0cc694e21388d9b6/5C75DE4F/t51.2885-15/e35/s240x240/43249423_1839163912847689_7703931516383793574_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/83ad0d64fe273b0eda580c9e8c9d9092/5C72F831/t51.2885-15/e35/s320x320/43249423_1839163912847689_7703931516383793574_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/75dce652e1aea46779e260fa2c5c44f0/5C789976/t51.2885-15/e35/s480x480/43249423_1839163912847689_7703931516383793574_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/6f06d3ffcddcba35b3e18a9a22733a03/5C6E32CC/t51.2885-15/sh0.08/e35/s640x640/43249423_1839163912847689_7703931516383793574_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/6f06d3ffcddcba35b3e18a9a22733a03/5C6E32CC/t51.2885-15/sh0.08/e35/s640x640/43249423_1839163912847689_7703931516383793574_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/aace673691cf5a2bcec7e361a97f88fd/5C83B776/t51.2885-15/e35/43249423_1839163912847689_7703931516383793574_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/8003c86e01580c2b72082a6ec4bb2c1c/5C78F0E6/t51.2885-15/e35/43276476_2145541509108093_8026995770148005759_n.jpg,1,1,🧜‍♀️👙 #floripa #brazilianbikini #praia #verao2019 #jurereinternacional #praiamole #florianopolis #tendencia #levantabumbum #hotpaints #cortininha #biquinideluxo #santacatarina #biquinibrasileiro #ingleses #campeche #riozinho #joaquina #barradalagoa #costaodosantinho #beachwear #maiô #modapraia2019 #musthave,0,1910418815617795453,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": """", ""region_name"": """", ""country_code"": """", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,619947673,Santa Catarina – Florianópolis,santa-catarina-florianopolis,9015053989,BqDK8p9HwV9,campeche,1541959691,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/7bd4d16c9f89998dcb4bca4aefea6ef1/5C7BFDD9/t51.2885-15/e35/s150x150/43276476_2145541509108093_8026995770148005759_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/b9d6be6bdf1bb51f006a2fe3c12687da/5C753DDF/t51.2885-15/e35/s240x240/43276476_2145541509108093_8026995770148005759_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/e582aaa59c4241c2d282e672a07ebdc7/5C6E08A1/t51.2885-15/e35/s320x320/43276476_2145541509108093_8026995770148005759_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/1b838d4d86f371740a4d00ccbc3428bf/5C6A1FE6/t51.2885-15/e35/s480x480/43276476_2145541509108093_8026995770148005759_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/7fdd643a767e77bf5ea2ef5a19e165f9/5C898F5C/t51.2885-15/sh0.08/e35/s640x640/43276476_2145541509108093_8026995770148005759_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/7fdd643a767e77bf5ea2ef5a19e165f9/5C898F5C/t51.2885-15/sh0.08/e35/s640x640/43276476_2145541509108093_8026995770148005759_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/8003c86e01580c2b72082a6ec4bb2c1c/5C78F0E6/t51.2885-15/e35/43276476_2145541509108093_8026995770148005759_n.jpg,modapraia2019,levantabumbum,,santacatarina,praiamole,maiô,florianopolis,barradalagoa,biquinibrasileiro,hotpaints,joaquina,riozinho,floripa,jurereinternacional,praia,brazilianbikini,musthave,biquinideluxo,ingleses,beachwear,cortininha,verao2019,costaodosantinho,tendencia,false,,,,,,https://instagram.fplu4-1.fna.fbcdn.net/vp/b605fd7da6a2f3aff58298eec7a9e6c8/5C85B0AE/t51.2885-15/e35/43984868_359684451269278_8723164731961298601_n.jpg,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/9112d9fa7b77f448993faa452ac64fad/5C68866E/t51.2885-15/e35/44466970_260985614571996_1938876576052789608_n.jpg,1,1,🌴💦🇲🇽Quintana Roo 🇲🇽💦🌴 🌊 #Cancun #quintanaroo #quintanaroomexico #Ferias  #Praia #VidaBoa #QueroMaisNada #ApenasIsso #cancunmexico #cancun2018 #cancun2018🇲🇽☀️🌴 #NoRep #Pare #SeAcalme #VaComCalma #HotelFlamingo #QuePôrDoSol #ObraDeDeus #Perfeito #Perfeiçao,0,1910418771753597938,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Canc\u00fan, Quintana Roo"", ""region_name"": """", ""country_code"": ""MX"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,212893191,"Cancún, Quintana Roo",cancun-quintana-roo,311117035,BqDK8BGnHvy,Praia,1541959686,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/69b92c076b02b431821253508802605e/5C685536/t51.2885-15/e35/c0.135.1080.1080/s150x150/44466970_260985614571996_1938876576052789608_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/d68b52331d665b292ba31150d6f6b36b/5C6AD17C/t51.2885-15/e35/c0.135.1080.1080/s240x240/44466970_260985614571996_1938876576052789608_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/7d4536ec6ea35a63fcc2d057ce3e2b46/5C738EC6/t51.2885-15/e35/c0.135.1080.1080/s320x320/44466970_260985614571996_1938876576052789608_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/384414bada47e76f8a77a30416bd9c7e/5C6C5E9C/t51.2885-15/e35/c0.135.1080.1080/s480x480/44466970_260985614571996_1938876576052789608_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/85300a2f22257e34d9cbfdf7244bd9a8/5C72282D/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44466970_260985614571996_1938876576052789608_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/85300a2f22257e34d9cbfdf7244bd9a8/5C72282D/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44466970_260985614571996_1938876576052789608_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/9112d9fa7b77f448993faa452ac64fad/5C68866E/t51.2885-15/e35/44466970_260985614571996_1938876576052789608_n.jpg,ApenasIsso,VidaBoa,,ObraDeDeus,cancun2018,Perfeito,cancunmexico,Cancun,HotelFlamingo,Pare,quintanaroomexico,quintanaroo,NoRep,QuePôrDoSol,QueroMaisNada,SeAcalme,Ferias,Perfeiçao,VaComCalma,,,,,,false,,,,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/d4939d848e0c7b278f7d6ca0516fd75e/5C820E63/t51.2885-15/e35/44860747_2064876050245740_6112221437815806627_n.jpg,4,4,"🕶☀️🌊
.
.
.
.
.
.
.
.
.
.
#sport #pst #praia #recife #boaviagem #boaviagembeach #pernambuco #nordeste",0,1910418765537798076,false,"{""street_address"": ""Avenida Boa Viagem"", ""zip_code"": ""51021-310"", ""city_name"": ""Recife, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,134857880407545,Avenida Boa Viagem,avenida-boa-viagem,1167740424,BqDK77UHue8,boaviagembeach,1541959685,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/c61558ca827ecdbd6761523eee77ef44/5C82135C/t51.2885-15/e35/s150x150/44860747_2064876050245740_6112221437815806627_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/4faf91d38b4cc4e2ca31292b7c61ece6/5C81E85A/t51.2885-15/e35/s240x240/44860747_2064876050245740_6112221437815806627_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/4bc10bfc863875b27e0ac1d65f57d0f2/5C6CD524/t51.2885-15/e35/s320x320/44860747_2064876050245740_6112221437815806627_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/fcc46a4213ed6e3c4b97a19ad4883e73/5C774B63/t51.2885-15/e35/s480x480/44860747_2064876050245740_6112221437815806627_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/541c6c99abd0139362648705a12404e3/5C8515D9/t51.2885-15/sh0.08/e35/s640x640/44860747_2064876050245740_6112221437815806627_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/541c6c99abd0139362648705a12404e3/5C8515D9/t51.2885-15/sh0.08/e35/s640x640/44860747_2064876050245740_6112221437815806627_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d4939d848e0c7b278f7d6ca0516fd75e/5C820E63/t51.2885-15/e35/44860747_2064876050245740_6112221437815806627_n.jpg,praia,nordeste,,boaviagem,pernambuco,recife,sport,pst,,,,,,,,,,,,,,,,,false,,,,,,https://instagram.fplu4-1.fna.fbcdn.net/vp/a861f144b8f70c7191419d6ca17aab12/5C8770C1/t51.2885-15/e35/44521420_1931788830190724_3076590374234849518_n.jpg,,,,,,,,,
1079,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/9a4e07d70c99cd0b5f88ce84c40fd348/5C84C3F7/t51.2885-15/e35/42778138_2149930918374046_3915833442894682306_n.jpg,2,2,"É no poder da praia que encontro as energias que preciso para me sentir em paz.
.
.
.
.
.
.
#praiano #praia #photo #querserblogueiro  #beach #fds #instaboy #boy #me #love #weekend #fotododia #amigos #feliz #felicidade #amor #itboy #fortaleza #ceara #brasil",0,1910418750646319763,false,,,,,,188115139,BqDK7tchPqT,me,1541959683,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/b5953759afcef0f79256809b23b35921/5C6F9080/t51.2885-15/e35/c0.0.1079.1079/s150x150/42778138_2149930918374046_3915833442894682306_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/89e609eb9c58234b068ca37726a9694d/5C836B86/t51.2885-15/e35/c0.0.1079.1079/s240x240/42778138_2149930918374046_3915833442894682306_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/d62a63d89cf4e90844e65a34f06f2e48/5C7213F8/t51.2885-15/e35/c0.0.1079.1079/s320x320/42778138_2149930918374046_3915833442894682306_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/955a9af8645db162be59b9b531ff5224/5C75A1BF/t51.2885-15/e35/c0.0.1079.1079/s480x480/42778138_2149930918374046_3915833442894682306_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/db50832656b5042d0762624e8c347304/5C7ACAB4/t51.2885-15/sh0.08/e35/c0.0.1079.1079/s640x640/42778138_2149930918374046_3915833442894682306_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/db50832656b5042d0762624e8c347304/5C7ACAB4/t51.2885-15/sh0.08/e35/c0.0.1079.1079/s640x640/42778138_2149930918374046_3915833442894682306_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/9a4e07d70c99cd0b5f88ce84c40fd348/5C84C3F7/t51.2885-15/e35/42778138_2149930918374046_3915833442894682306_n.jpg,boy,love,,instaboy,ceara,fotododia,photo,weekend,praia,fortaleza,fds,querserblogueiro,feliz,felicidade,amor,amigos,praiano,beach,itboy,brasil,,,,,false,,,,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/e75b9dcc4ca42ab1d14c09bab2e0397f/5C7532D0/t51.2885-15/e35/44561334_1950664185239778_3982577008239067672_n.jpg,1,1,Sans doute une des plus belles journées de ma vie ❤️#peakyblinders #barong #picoftheday #bresil #bresil🇧🇷 #mer #ocean #bleu #bateau #boat #plage #beach #sun #soleil #ile #island #dejeunersurleau #pipa #pipabeach #praia #praiadepipa #❤️#🇧🇷,0,1910418714466835920,false,,,,,,1745848111,BqDK7LwDd3Q,bleu,1541959679,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/8201b8d8c57178370aeb5a5053ec5609/5C8A2AEF/t51.2885-15/e35/s150x150/44561334_1950664185239778_3982577008239067672_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/59650431c63936d42a70a0d0ba7de560/5C7115E9/t51.2885-15/e35/s240x240/44561334_1950664185239778_3982577008239067672_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/b1c2909285d9174a6a9c8dcc16bd9c3b/5C6C3A97/t51.2885-15/e35/s320x320/44561334_1950664185239778_3982577008239067672_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/cfa1363ac486694435254222a1b003d5/5C7CCCD0/t51.2885-15/e35/s480x480/44561334_1950664185239778_3982577008239067672_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/bf323c19c68ecd1a59c319f0b9040ff5/5C661A6A/t51.2885-15/sh0.08/e35/s640x640/44561334_1950664185239778_3982577008239067672_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/bf323c19c68ecd1a59c319f0b9040ff5/5C661A6A/t51.2885-15/sh0.08/e35/s640x640/44561334_1950664185239778_3982577008239067672_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e75b9dcc4ca42ab1d14c09bab2e0397f/5C7532D0/t51.2885-15/e35/44561334_1950664185239778_3982577008239067672_n.jpg,barong,ile,,praiadepipa,soleil,praia,plage,bresil,bateau,island,ocean,pipa,pipabeach,dejeunersurleau,mer,sun,beach,peakyblinders,picoftheday,boat,,,,,false,,,,,,https://instagram.fplu4-1.fna.fbcdn.net/vp/b450648fdfa46601fe069c3b097b4c9e/5C78403A/t51.2885-15/e35/43258803_1399341063534685_1832182902529576663_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e2e587ec53ad8b7a03c3bcf9c3c7f80f/5C745055/t51.2885-15/e35/44810867_300003200846688_8536238413110415059_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d3955feee9b73157d849ef8b126c5ae7/5C7D1973/t51.2885-15/e35/42922709_304562590365787_122438140943881890_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/81a756a0fea42675d07d8d3a60efd4e4/5C83EC16/t51.2885-15/e35/42979096_392232601520104_8804590158217036012_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/72444864149fe3165d5f102e308bb535/5C77091C/t51.2885-15/e35/43699417_123069535353709_4760037238757202197_n.jpg,,https://instagram.fplu4-1.fna.fbcdn.net/vp/3fc10f647d2ac5e807307a483176f7c1/5C78EF4D/t51.2885-15/e35/44367648_301882527087140_3401998972072523702_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e95b7aa464fab02399e2a4e323958cea/5C63E7B2/t51.2885-15/e35/45347363_361555441278288_8015064132133587695_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f0a6a7e06203efddaf14e2967346de46/5C7BE906/t51.2885-15/e35/43691827_196007431278812_3358069582663192953_n.jpg,
608,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/a5c725d24e4dc3099c41cbd597085751/5C7BD81C/t51.2885-15/e35/44781092_551586878598519_8176555310540334963_n.jpg,7,7,"It's all about peace🌴

#nature #natureza #fotododia #photooftheday #verão #summer #sol #sun #sunshine #urban #urbano #beach  #praia #vsco #lightroon #fotografia",0,1910418715776468194,false,"{""street_address"": ""RN-269"", ""zip_code"": ""58310"", ""city_name"": ""Canguaretama"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,241557099,Blue Dream Resort - Barra de Cunhau RN,blue-dream-resort-barra-de-cunhau-rn,442511458,BqDK7M-HUTi,summer,1541959679,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/22efb18420c27db5a53d89f8597397b4/5C7EC864/t51.2885-15/e35/c236.0.608.608/s150x150/44781092_551586878598519_8176555310540334963_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/604e9590ace1a37dd47de9fe2b1ba1f8/5C77CD2E/t51.2885-15/e35/c236.0.608.608/s240x240/44781092_551586878598519_8176555310540334963_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/f29d3e5c8ec66bba7fa32673a93034a3/5C836D94/t51.2885-15/e35/c236.0.608.608/s320x320/44781092_551586878598519_8176555310540334963_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/e2d50fbbc99f06378cb6a73cd05f5c5b/5C6681CE/t51.2885-15/e35/c236.0.608.608/s480x480/44781092_551586878598519_8176555310540334963_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/5b44a31ca8c00cfcfeb07c17019601f7/5C6E5C75/t51.2885-15/e35/c236.0.608.608/44781092_551586878598519_8176555310540334963_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5b44a31ca8c00cfcfeb07c17019601f7/5C6E5C75/t51.2885-15/e35/c236.0.608.608/44781092_551586878598519_8176555310540334963_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/a5c725d24e4dc3099c41cbd597085751/5C7BD81C/t51.2885-15/e35/44781092_551586878598519_8176555310540334963_n.jpg,natureza,urbano,,nature,fotododia,sun,sunshine,sol,praia,verão,fotografia,lightroon,vsco,beach,urban,photooftheday,,,,,,,,,false,,,,,,,,,,,,,,,
1349,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/4240f4d5f535af62915138e90c358e98/5C8957F7/t51.2885-15/e35/44344969_1432052720264838_6126343897398928277_n.jpg,1,1,💙 #GalletadeMar #SandDollar,1,1910418681089570583,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Progreso, Yucatan"", ""region_name"": """", ""country_code"": ""MX"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,218404498,"Progreso, Yucatan",progreso-yucatan,257129662,BqDK6sqnTcX,SandDollar,1541959675,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/958c1320100079cf4716fc597a2cd9cf/5C65EB6C/t51.2885-15/e35/c0.134.1080.1080/s150x150/44344969_1432052720264838_6126343897398928277_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/7bcdb67f0cd6037015271a7bf80c35be/5C82226A/t51.2885-15/e35/c0.134.1080.1080/s240x240/44344969_1432052720264838_6126343897398928277_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/758373f3b9ddbc6c2b9a43158a337ae1/5C70AF14/t51.2885-15/e35/c0.134.1080.1080/s320x320/44344969_1432052720264838_6126343897398928277_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/1641e40472998a46226c37ddca5adf81/5C6C6C53/t51.2885-15/e35/c0.134.1080.1080/s480x480/44344969_1432052720264838_6126343897398928277_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/9b2a696ea1f5a5664086af4c016b7f37/5C6C02FB/t51.2885-15/sh0.08/e35/c0.134.1080.1080/s640x640/44344969_1432052720264838_6126343897398928277_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/9b2a696ea1f5a5664086af4c016b7f37/5C6C02FB/t51.2885-15/sh0.08/e35/c0.134.1080.1080/s640x640/44344969_1432052720264838_6126343897398928277_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/4240f4d5f535af62915138e90c358e98/5C8957F7/t51.2885-15/e35/44344969_1432052720264838_6126343897398928277_n.jpg,GalletadeMar,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,https://instagram.fplu4-1.fna.fbcdn.net/vp/5238ae6d64454bee826ae3202bdcfd76/5C809DC0/t51.2885-15/e35/44644280_2217066365183797_886899267361260796_n.jpg,,,,,,,,,
