dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location/address_json,location/has_public_page,location/id,location/name,location/slug,owner/id,shortcode,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,tags/23,tags/24,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,urls/1,urls/2,urls/3,location,comments_disabled,urls/4,urls/5,urls/6,urls/7,urls/8,urls/9,video_view_count,tags/25,tags/26,tags/27,tags/28,tags/29
1282,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/06a7eb5699ca8bf1bfc8132c7cf79e29/5C780892/t51.2885-15/e35/44431645_1925726830879210_7551876075206444912_n.jpg,17,17,"Jean-Michel Basquiat - Obras da Coleção Mugrabi
De 12 de outubro de 2018 a 7 de janeiro de 2019
Quarta a segunda, das 9h às 21h
Gratuito

#ccbb #ccbbrj #ccbbrio #centroculturalbancodobrasil #confeitariacolomboccbb #exposicao #exposição #basquiat #basquiatnoccbb #cultura #cidadeecultura #vivamaiscultura #compartilhecultura #porainorio #ondeirnorio #turismocultural #placestovisit #aboutrio #turismorj #travel #rotunda #arquitetura #architecture #centrorj #centrohistoricorj #riodejaneiro #errejota #brasil #brazil #descobrindoorio 
@ccbbrj",0,1916164450496619020,false,,,,,,7306582143,BqXlWpbFSIM,vivamaiscultura,placestovisit,porainorio,ondeirnorio,confeitariacolomboccbb,cidadeecultura,cultura,turismocultural,basquiat,brazil,travel,errejota,centroculturalbancodobrasil,exposicao,riodejaneiro,ccbbrio,descobrindoorio,aboutrio,rotunda,centrohistoricorj,arquitetura,centrorj,exposição,brasil,basquiatnoccbb,1542644624,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/54ced046260cf1f6ca513ad8ce9fdb15/5C76435D/t51.2885-15/e35/c0.101.1080.1080/s150x150/44431645_1925726830879210_7551876075206444912_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/9e0898c8ed15ebfa5439bcf2772ce748/5C7AED5B/t51.2885-15/e35/c0.101.1080.1080/s240x240/44431645_1925726830879210_7551876075206444912_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/709ef218cc571cf99741763d1589eda5/5CAE7125/t51.2885-15/e35/c0.101.1080.1080/s320x320/44431645_1925726830879210_7551876075206444912_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/d5a7c544810841e4221266d25a879cf8/5C6FCD62/t51.2885-15/e35/c0.101.1080.1080/s480x480/44431645_1925726830879210_7551876075206444912_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/fc125aacd1304c083fdf56428cb16f17/5C7F7ACA/t51.2885-15/sh0.08/e35/c0.101.1080.1080/s640x640/44431645_1925726830879210_7551876075206444912_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/fc125aacd1304c083fdf56428cb16f17/5C7F7ACA/t51.2885-15/sh0.08/e35/c0.101.1080.1080/s640x640/44431645_1925726830879210_7551876075206444912_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/06a7eb5699ca8bf1bfc8132c7cf79e29/5C780892/t51.2885-15/e35/44431645_1925726830879210_7551876075206444912_n.jpg,,,,,false,,,,,,,,ccbb,compartilhecultura,architecture,turismorj,ccbbrj
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/28e1f32e92d6ad4f64d4604b5d00364e/5CB04EA8/t51.2885-15/e35/42662964_187690962166296_5615210929507111422_n.jpg,4,4,#boatarde #ccbb #ccbbrj 🇧🇷📹🎧♿️🚸🏢🎵✒️🚺🖥📷🔭📑🌎🚹 🚭🔲🔻🔷,0,1916153848444141969,false,"{""street_address"": ""Rua Primeiro de Mar\u00e7o, 66 - Centro"", ""zip_code"": ""20010-000"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,7366863,CCBB Rio de Janeiro,ccbb-rio-de-janeiro,8619294424,BqXi8XfgsGR,ccbb,ccbbrj,boatarde,,,,,,,,,,,,,,,,,,,,,,,1542643360,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/43ddc48e1cb5bf45162deb6176dcea6e/5C7856EA/t51.2885-15/e35/s150x150/42662964_187690962166296_5615210929507111422_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/6ac58b41751a90956d647f16a3b5eb83/5CAE61A0/t51.2885-15/e35/s240x240/42662964_187690962166296_5615210929507111422_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/18b4950051e2fe943e41e38297529e53/5C907E1A/t51.2885-15/e35/s320x320/42662964_187690962166296_5615210929507111422_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/233be7ebaaf8486b38dbebd557e6e428/5CAE0940/t51.2885-15/e35/s480x480/42662964_187690962166296_5615210929507111422_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/83956ca53f34881c231cdd587bf52904/5C70DF4D/t51.2885-15/sh0.08/e35/s640x640/42662964_187690962166296_5615210929507111422_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/83956ca53f34881c231cdd587bf52904/5C70DF4D/t51.2885-15/sh0.08/e35/s640x640/42662964_187690962166296_5615210929507111422_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/28e1f32e92d6ad4f64d4604b5d00364e/5CB04EA8/t51.2885-15/e35/42662964_187690962166296_5615210929507111422_n.jpg,,,,,false,,,,,,,,,,,,
595,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/b28f0dfebc5912b2582e8511f5d16dfa/5C6AD634/t51.2885-15/e35/44735845_2036294703103385_3851935291985693884_n.jpg,323,323,"🎭Sem utilizar de nenhuma palavra, a peça ""No Pirex"" mistura teatro físico, comédia do absurdo e manipulação de objetos em um cenário gótico. O espetáculo é uma experiência única em teatro. Não perca!🗓️📅Até 17.12 no #CCBBRJ 
#Teatro #Peça #CCBB #Gotico #Clown #ComediaDoAbsurdo #tragedia",21,1916136152442055405,false,"{""street_address"": ""Rua Primeiro de Mar\u00e7o, 66 - Centro"", ""zip_code"": ""20010-000"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,7366863,CCBB Rio de Janeiro,ccbb-rio-de-janeiro,39944545,BqXe62zl6rt,Gotico,Teatro,Clown,Peça,CCBB,tragedia,CCBBRJ,ComediaDoAbsurdo,,,,,,,,,,,,,,,,,,1542641251,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/7e8c620ff81f57f8e3ff758ab108f159/5CADE666/t51.2885-15/e35/c20.0.533.533/s150x150/44735845_2036294703103385_3851935291985693884_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/ba265543b22c4ca4e4dac6990573966f/5C90FF60/t51.2885-15/e35/c20.0.533.533/s240x240/44735845_2036294703103385_3851935291985693884_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/a58360c6bcae187ee3e083cee02e8ad0/5C73CE1E/t51.2885-15/e35/c20.0.533.533/s320x320/44735845_2036294703103385_3851935291985693884_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/68d06f6a009fef73880e475dc7a425cc/5C7BE759/t51.2885-15/e35/c20.0.533.533/s480x480/44735845_2036294703103385_3851935291985693884_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/ba083fb38acb2365ed6d9a95d20bd17d/5CB0F396/t51.2885-15/e35/c20.0.533.533/44735845_2036294703103385_3851935291985693884_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/ba083fb38acb2365ed6d9a95d20bd17d/5CB0F396/t51.2885-15/e35/c20.0.533.533/44735845_2036294703103385_3851935291985693884_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b28f0dfebc5912b2582e8511f5d16dfa/5C6AD634/t51.2885-15/e35/44735845_2036294703103385_3851935291985693884_n.jpg,,,,,false,,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/cb7a3322e92d0885f999614d708224e0/5C6C1577/t51.2885-15/e35/44567291_513706549457013_1327796440491561434_n.jpg,8,8,"Exposição linda !!!❤
#jeanmichelbasquiat 
#ccbbrj",0,1916114056152874234,false,"{""street_address"": ""Rua Primeiro de Mar\u00e7o, 66 - Centro"", ""zip_code"": ""20010-000"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,7366863,CCBB Rio de Janeiro,ccbb-rio-de-janeiro,1244672208,BqXZ5UCH_z6,jeanmichelbasquiat,ccbbrj,,,,,,,,,,,,,,,,,,,,,,,,1542638617,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/bbb74437f2ee63fec667a7763040fabe/5C6B9F2F/t51.2885-15/e35/c0.135.1080.1080/s150x150/44567291_513706549457013_1327796440491561434_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/280a77e15d6389481c8d3ccc5bf25757/5C7AD465/t51.2885-15/e35/c0.135.1080.1080/s240x240/44567291_513706549457013_1327796440491561434_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/34e6fe0d1edd3c592efd66656dec0a4e/5C6F29DF/t51.2885-15/e35/c0.135.1080.1080/s320x320/44567291_513706549457013_1327796440491561434_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/809c6b26e9b8bbc5d8d64bf95a6d24f0/5C6C9385/t51.2885-15/e35/c0.135.1080.1080/s480x480/44567291_513706549457013_1327796440491561434_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/70e2af3b27311b1e30eacdf2e3f3c7d4/5C6DB534/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44567291_513706549457013_1327796440491561434_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/70e2af3b27311b1e30eacdf2e3f3c7d4/5C6DB534/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44567291_513706549457013_1327796440491561434_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/cb7a3322e92d0885f999614d708224e0/5C6C1577/t51.2885-15/e35/44567291_513706549457013_1327796440491561434_n.jpg,,,,,false,,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/bf4a525169535b2c487bae06b3c3a4bd/5C7C5785/t51.2885-15/e35/43985703_262144527834233_231709019862164107_n.jpg,33,33,"feliz me arrepiando de minuto em minuto vendo as obras do meu artista favorito.
#Basquiat #ccbbrj",2,1916109498855315438,false,"{""street_address"": ""Rua Primeiro de Mar\u00e7o, 66 - Centro"", ""zip_code"": ""20010-000"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,7366863,CCBB Rio de Janeiro,ccbb-rio-de-janeiro,1010956934,BqXY2_uBdfu,ccbbrj,Basquiat,,,,,,,,,,,,,,,,,,,,,,,,1542638073,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/b17212545eb1a5173f8dd12d2b279549/5C8E2932/t51.2885-15/e35/c0.97.780.780a/s150x150/43985703_262144527834233_231709019862164107_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/6527df689411dfc6bb27ba22629c7ca7/5C6A0487/t51.2885-15/e35/c0.97.780.780a/s240x240/43985703_262144527834233_231709019862164107_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/9378055ac4bd72fa0c307fda1e5a7532/5C846E3F/t51.2885-15/e35/c0.97.780.780a/s320x320/43985703_262144527834233_231709019862164107_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/806241fe327c724e4fa1f20b74890aea/5C771763/t51.2885-15/e35/c0.97.780.780a/s480x480/43985703_262144527834233_231709019862164107_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/d3740f5cc1a6f8ef46fee7fe0dec15ef/5C71A584/t51.2885-15/sh0.08/e35/c0.97.780.780a/s640x640/43985703_262144527834233_231709019862164107_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d3740f5cc1a6f8ef46fee7fe0dec15ef/5C71A584/t51.2885-15/sh0.08/e35/c0.97.780.780a/s640x640/43985703_262144527834233_231709019862164107_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/bf4a525169535b2c487bae06b3c3a4bd/5C7C5785/t51.2885-15/e35/43985703_262144527834233_231709019862164107_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/73d0a925f5656e45f752a584fb2727f1/5C901AD8/t51.2885-15/e35/44479985_512334219285359_2316845968263575665_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e064d6f6b1ceb6ebf196a15636978b50/5C8C17CA/t51.2885-15/e35/46078278_204821650422931_1238917373734925272_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/2ea3460ff1601e4efbb9cf6f20212ba5/5C8D0F7B/t51.2885-15/e35/46384292_1037968276376807_6499824126363114584_n.jpg,,false,,,,,,,,,,,,
1305,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/da8c6f75a68e29444716fcf256cf4727/5C6A190F/t51.2885-15/e35/43560536_320465651883261_1411053780246665336_n.jpg,47,47,ces tem uma amiga maravilhosa? pq eu tenho. @eduardarmoreira amo vc bb ♥️ ▫️ #ccbbrj #confeitariacolombo,0,1916102369160346557,false,"{""street_address"": ""Rua Primeiro de Mar\u00e7o, 66 - Centro"", ""zip_code"": ""20010-000"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,7366863,CCBB Rio de Janeiro,ccbb-rio-de-janeiro,346936444,BqXXPPrFju9,confeitariacolombo,ccbbrj,,,,,,,,,,,,,,,,,,,,,,,,1542637223,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/32672342b5496ab69a712912dad30d65/5C73D465/t51.2885-15/e35/c0.112.1080.1080/s150x150/43560536_320465651883261_1411053780246665336_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/c4793f2881c8aba65278159ee3c5acfa/5C6A852F/t51.2885-15/e35/c0.112.1080.1080/s240x240/43560536_320465651883261_1411053780246665336_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/cd1602e95295083785a40f33ea55f1e8/5C6F7C95/t51.2885-15/e35/c0.112.1080.1080/s320x320/43560536_320465651883261_1411053780246665336_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/c03d191987c784fb6eea754485f548f3/5C74D9CF/t51.2885-15/e35/c0.112.1080.1080/s480x480/43560536_320465651883261_1411053780246665336_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/44668269b283c67ea50f8172e74cbdc2/5C90797E/t51.2885-15/sh0.08/e35/c0.112.1080.1080/s640x640/43560536_320465651883261_1411053780246665336_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/44668269b283c67ea50f8172e74cbdc2/5C90797E/t51.2885-15/sh0.08/e35/c0.112.1080.1080/s640x640/43560536_320465651883261_1411053780246665336_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/da8c6f75a68e29444716fcf256cf4727/5C6A190F/t51.2885-15/e35/43560536_320465651883261_1411053780246665336_n.jpg,,,,,false,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/a30826bf737d058024cee8996211b2ae/5C6EC7EA/t51.2885-15/e35/42890818_1811296018992648_5829522337892991678_n.jpg,22,22,Sempre! ✌🏾🥰✈️ #yogakamlastudio #yogaparatodos #riodejaneiro #basquiat #ccbbrj,0,1916102314383311390,false,"{""street_address"": ""Rua Primeiro de Mar\u00e7o, 66 - Centro"", ""zip_code"": ""20010-000"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,7366863,CCBB Rio de Janeiro,ccbb-rio-de-janeiro,1412750753,BqXXOcqHwIe,yogaparatodos,riodejaneiro,ccbbrj,yogakamlastudio,basquiat,,,,,,,,,,,,,,,,,,,,,1542637217,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/f516fe1c55aefc822024636b08612c57/5C7ECAD5/t51.2885-15/e35/s150x150/42890818_1811296018992648_5829522337892991678_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/2018f38b77f673c75feb539abe3210c1/5C82DBD3/t51.2885-15/e35/s240x240/42890818_1811296018992648_5829522337892991678_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/14ae16bfbee46329665c1610b600d9a9/5C742FAD/t51.2885-15/e35/s320x320/42890818_1811296018992648_5829522337892991678_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/923ff7dd93138082936c7b1eff5e1514/5CADA3EA/t51.2885-15/e35/s480x480/42890818_1811296018992648_5829522337892991678_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/c3efa24455b43ea5bd9e0ba82e9333cb/5C73B250/t51.2885-15/sh0.08/e35/s640x640/42890818_1811296018992648_5829522337892991678_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/c3efa24455b43ea5bd9e0ba82e9333cb/5C73B250/t51.2885-15/sh0.08/e35/s640x640/42890818_1811296018992648_5829522337892991678_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/a30826bf737d058024cee8996211b2ae/5C6EC7EA/t51.2885-15/e35/42890818_1811296018992648_5829522337892991678_n.jpg,,,,,false,,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/33c7fb56ae9eb8ce681119225dbabf6d/5C7DFEF3/t51.2885-15/e35/44663748_2211882672393829_3963906035725462765_n.jpg,10,10,"CCBB Rio de Janeiro.
#orionaoesopraia #riodejaneiro #rio #rj #errejota #ig_riodejaneiro #ig_riodejaneiro_ #centrodorio #avenidariobranco #bibliotecanacional #livro #book #cultura #bookery #deolhonocaminho #samsung #samsungphotography #ig_brasilnafoto_ #rj #centroculturalbancodobrasil #ccbbrj",0,1916095036787558538,false,"{""street_address"": ""Rua Primeiro de Mar\u00e7o, 66 - Centro"", ""zip_code"": ""20010-000"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,7366863,CCBB Rio de Janeiro,ccbb-rio-de-janeiro,7466357180,BqXVki3nIiK,ig_brasilnafoto_,riodejaneiro,centroculturalbancodobrasil,avenidariobranco,bookery,livro,samsung,errejota,bibliotecanacional,rio,book,cultura,deolhonocaminho,centrodorio,orionaoesopraia,ig_riodejaneiro_,ccbbrj,samsungphotography,ig_riodejaneiro,rj,,,,,,1542636349,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/67826e3bee3ece8a2d2bb2e65f935b93/5C7A3270/t51.2885-15/e35/c0.96.768.768/s150x150/44663748_2211882672393829_3963906035725462765_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/65e4f65bec6573847997887e2733662c/5CAC3776/t51.2885-15/e35/c0.96.768.768/s240x240/44663748_2211882672393829_3963906035725462765_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/388bf0475131efb34b48f47bdda4ee90/5CAC5008/t51.2885-15/e35/c0.96.768.768/s320x320/44663748_2211882672393829_3963906035725462765_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/f80e1e833728b6ac410ad28ef55f7415/5CAC774F/t51.2885-15/e35/c0.96.768.768/s480x480/44663748_2211882672393829_3963906035725462765_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/199ea60623a33f3277431b6f4055f397/5C8F4D26/t51.2885-15/sh0.08/e35/c0.96.768.768/s640x640/44663748_2211882672393829_3963906035725462765_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/199ea60623a33f3277431b6f4055f397/5C8F4D26/t51.2885-15/sh0.08/e35/c0.96.768.768/s640x640/44663748_2211882672393829_3963906035725462765_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/33c7fb56ae9eb8ce681119225dbabf6d/5C7DFEF3/t51.2885-15/e35/44663748_2211882672393829_3963906035725462765_n.jpg,,,,,false,,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/a608ba5a76a3ebe478c99a04e7178ae4/5C813BB4/t51.2885-15/e35/44519029_572124859919156_1487824952123663493_n.jpg,26,26,"Mais uma das exposições do Jean Michel Basquiat !
•
•
 #MudoClub #Exposição #Jean #negrø #Ccbbrj",2,1916085487966438397,false,,,,,,6971958129,BqXTZl1hUP9,Ccbbrj,MudoClub,Jean,Exposição,negrø,,,,,,,,,,,,,,,,,,,,,1542635211,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/59175982354d5e3b8792c1114e863218/5CAEA5EC/t51.2885-15/e35/c0.135.1080.1080/s150x150/44519029_572124859919156_1487824952123663493_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/908611b139d4322f56d72b1e7dbb74ba/5CAF23A6/t51.2885-15/e35/c0.135.1080.1080/s240x240/44519029_572124859919156_1487824952123663493_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/a2882c5e41dc6c92e2cf3b87b6e8e1ef/5C816D1C/t51.2885-15/e35/c0.135.1080.1080/s320x320/44519029_572124859919156_1487824952123663493_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/46bc7fd1c3de0118b927fc7a24275c5e/5C7F6946/t51.2885-15/e35/c0.135.1080.1080/s480x480/44519029_572124859919156_1487824952123663493_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/e8125e5cd3948df7f217cff95513d150/5C7AB9F7/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44519029_572124859919156_1487824952123663493_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e8125e5cd3948df7f217cff95513d150/5C7AB9F7/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44519029_572124859919156_1487824952123663493_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/a608ba5a76a3ebe478c99a04e7178ae4/5C813BB4/t51.2885-15/e35/44519029_572124859919156_1487824952123663493_n.jpg,,,,,false,,,,,,,,,,,,
1075,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/449d2d7f115b76aca8beabf49ffdb289/5C7C1FF4/t51.2885-15/e35/44466972_935318553522631_6596845530708443136_n.jpg,39,39,"📷@giba_zazumba Pra quem não sabe, esses azulejos são a marca registrada do Instituto Rio Branco em Brasília. Estive em Brasília e não te avisei? Não, amor! Tive a oportunidade de reencontrar grandes amigas da época de concurso (elas seguem firme na causa) na exposição do Athos Bulcão no @ccbbrj. Rimos, contamos as novidades e matamos as saudades. É maravilhoso poder manter elos tão fortes que a passagem do tempo só faz melhorarem! 
#bffs #betterwithtime #friendshipneverends  #cacd #athosbulcao #irbr #goodvibes #ccbbrj #ashtangayogateacher #rafaelmundimyoga",0,1916064387715901508,false,,,,,,7038300514,BqXOmislShE,athosbulcao,bffs,goodvibes,ashtangayogateacher,cacd,betterwithtime,rafaelmundimyoga,friendshipneverends,ccbbrj,irbr,,,,,,,,,,,,,,,,1542632696,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/786f044462a96b1a4823fbc483ae0cca/5C7F9EEF/t51.2885-15/e35/c2.0.1075.1075/s150x150/44466972_935318553522631_6596845530708443136_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/fc362203c499846c96d12382f2a4f4f2/5C7B02A5/t51.2885-15/e35/c2.0.1075.1075/s240x240/44466972_935318553522631_6596845530708443136_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/954511d015942574dadc467605c29573/5C81931F/t51.2885-15/e35/c2.0.1075.1075/s320x320/44466972_935318553522631_6596845530708443136_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/ecd1a93e2501605babddd43269a7e3fe/5C7C1545/t51.2885-15/e35/c2.0.1075.1075/s480x480/44466972_935318553522631_6596845530708443136_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/2c91f4ba1c612929f7274aa1ec6109f6/5CADDFE5/t51.2885-15/sh0.08/e35/c2.0.1075.1075/s640x640/44466972_935318553522631_6596845530708443136_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/2c91f4ba1c612929f7274aa1ec6109f6/5CADDFE5/t51.2885-15/sh0.08/e35/c2.0.1075.1075/s640x640/44466972_935318553522631_6596845530708443136_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/449d2d7f115b76aca8beabf49ffdb289/5C7C1FF4/t51.2885-15/e35/44466972_935318553522631_6596845530708443136_n.jpg,,,,,false,,,,,,,,,,,,
