dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location/address_json,location/has_public_page,location/id,location/name,location/slug,owner/id,shortcode,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,comments_disabled,location,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,tags/23,tags/24,tags/25,tags/26,tags/27,tags/28,tags/29,urls/1,urls/2,urls/3,urls/4,urls/5,urls/6,urls/7,urls/8,urls/9,video_view_count
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/fe7d7876e65554837d21a1cb45bf2093/5C7F6D85/t51.2885-15/e35/44897418_317990699023726_4577804804475615504_n.jpg,20,20,#ipanemabeach,0,1916270052928277728,false,,,,,,234547697,BqX9XXWgkzg,ipanemabeach,,,,,,,1542657213,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/02937e451b0254b39bda2c4aa93eb446/5C754842/t51.2885-15/e35/c0.135.1080.1080a/s150x150/44897418_317990699023726_4577804804475615504_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/ccd66e22b14068b3ed68bee3dffd2021/5C803908/t51.2885-15/e35/c0.135.1080.1080a/s240x240/44897418_317990699023726_4577804804475615504_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/f7e79e2c6bf725f21295253ce46f03db/5C6EC7B2/t51.2885-15/e35/c0.135.1080.1080a/s320x320/44897418_317990699023726_4577804804475615504_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/9ca81537cbaf853690434b630a89d05f/5C8EBFE8/t51.2885-15/e35/c0.135.1080.1080a/s480x480/44897418_317990699023726_4577804804475615504_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/f48264de5b311c297848f509c52efa52/5C712289/t51.2885-15/sh0.08/e35/c0.135.1080.1080a/s640x640/44897418_317990699023726_4577804804475615504_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f48264de5b311c297848f509c52efa52/5C712289/t51.2885-15/sh0.08/e35/c0.135.1080.1080a/s640x640/44897418_317990699023726_4577804804475615504_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/fe7d7876e65554837d21a1cb45bf2093/5C7F6D85/t51.2885-15/e35/44897418_317990699023726_4577804804475615504_n.jpg,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,
804,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/eda307add1dafa9637a3ae8a112907f2/5C7E490F/t51.2885-15/e35/44439664_2070994489623896_5218594954652338791_n.jpg,10,10,"PROMOÇÃO DE INAUGURAÇÃO! Biquíni frufru rippler empina bumbum a 35 reais o conjunto.
Acima de 10 conjuntos sai a 30 reais cada conjunto.
Aceitamos cartões de crédito. Chamar no zap: 21 969278855 ou 21 981441045  Loja Física: Mega Brás Brasil Rua. Frederico de Castro Pereira, N° 731, Box . 245- 246 , Jardim Tropical, Nova Iguaçu - RJ. #errejota#biquini#biquinis#ipanema#verao2019#modapraia#festaparty#praia#errejota#ipanemabeach#niteroi#novaiguacu#niteroi#saopaulo#riodejaneiro#salvador#duquedecaxias#sp#rj#ipanema#leblon#copacabana#floripa#fortaleza#cariocas#atacado#megabras",1,1916265814719491764,false,"{""street_address"": """", ""zip_code"": ""26011620"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,1030719972,DDL Personalizações,ddl-personalizacoes,3037551651,BqX8ZsNlG60,ipanema,riodejaneiro,biquinis,cariocas,megabras,errejota,fortaleza,1542656708,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/c7383ab3bf9c12e545aac2d29fb53ff9/5C6C2A1E/t51.2885-15/e35/c0.26.720.720/s150x150/44439664_2070994489623896_5218594954652338791_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/cd387b0e92e06fd981e583d69b657195/5CAC9D18/t51.2885-15/e35/c0.26.720.720/s240x240/44439664_2070994489623896_5218594954652338791_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/bc1104d08064f17b6ae46f846102a5cf/5C6AA766/t51.2885-15/e35/c0.26.720.720/s320x320/44439664_2070994489623896_5218594954652338791_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/9ca395a3480f5c5ec7b1de5c02144cc8/5C6AF221/t51.2885-15/e35/c0.26.720.720/s480x480/44439664_2070994489623896_5218594954652338791_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/58383171e34c2262b39c248a067e7511/5C7A5348/t51.2885-15/sh0.08/e35/c0.26.720.720/s640x640/44439664_2070994489623896_5218594954652338791_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/58383171e34c2262b39c248a067e7511/5C7A5348/t51.2885-15/sh0.08/e35/c0.26.720.720/s640x640/44439664_2070994489623896_5218594954652338791_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/eda307add1dafa9637a3ae8a112907f2/5C7E490F/t51.2885-15/e35/44439664_2070994489623896_5218594954652338791_n.jpg,rj,copacabana,festaparty,floripa,ipanemabeach,leblon,praia,modapraia,salvador,false,,niteroi,atacado,duquedecaxias,sp,saopaulo,biquini,verao2019,novaiguacu,,,,,,,,,,,,,,,,
790,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/72942996a0afcb963044587db9a5451b/5C6A1926/t51.2885-15/e35/44868319_465644810508434_3198255913462544418_n.jpg,15,15,"PROMOÇÃO DE INAUGURAÇÃO! Biquíni frufru rippler empina bumbum a 35 reais o conjunto.
Acima de 10 conjuntos sai a 30 reais cada conjunto.
Aceitamos cartões de crédito. Chamar no zap: 21 969278855 ou 21 981441045  Loja Física: Mega Brás Brasil Rua. Frederico de Castro Pereira, N° 731, Box . 245- 246 , Jardim Tropical, Nova Iguaçu - RJ. #errejota#biquini#biquinis#ipanema#verao2019#modapraia#festaparty#praia#errejota#ipanemabeach#niteroi#novaiguacu#niteroi#saopaulo#riodejaneiro#salvador#duquedecaxias#sp#rj#ipanema#leblon#copacabana#floripa#fortaleza#cariocas#atacado#megabras",1,1916264992325745378,false,"{""street_address"": """", ""zip_code"": ""26011620"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,1030719972,DDL Personalizações,ddl-personalizacoes,3037551651,BqX8NuTF7ri,ipanema,riodejaneiro,biquinis,cariocas,megabras,errejota,fortaleza,1542656610,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/2fc2d3dfff1b7b0112594b9395668c1b/5CB0E24D/t51.2885-15/e35/c0.19.720.720a/s150x150/44868319_465644810508434_3198255913462544418_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/24571b7ea62050dfb1f18a6531fac75a/5C7D3507/t51.2885-15/e35/c0.19.720.720a/s240x240/44868319_465644810508434_3198255913462544418_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/bd946efa04b132d5771927c4b2286cef/5C79BCBD/t51.2885-15/e35/c0.19.720.720a/s320x320/44868319_465644810508434_3198255913462544418_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/35697b89964e2d57d127ad95e6496806/5C7892E7/t51.2885-15/e35/c0.19.720.720a/s480x480/44868319_465644810508434_3198255913462544418_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/9b0ac348fcd9ed312487f548fa952177/5C8B0047/t51.2885-15/sh0.08/e35/c0.19.720.720a/s640x640/44868319_465644810508434_3198255913462544418_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/9b0ac348fcd9ed312487f548fa952177/5C8B0047/t51.2885-15/sh0.08/e35/c0.19.720.720a/s640x640/44868319_465644810508434_3198255913462544418_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/72942996a0afcb963044587db9a5451b/5C6A1926/t51.2885-15/e35/44868319_465644810508434_3198255913462544418_n.jpg,rj,copacabana,festaparty,floripa,ipanemabeach,leblon,praia,modapraia,salvador,false,,niteroi,atacado,duquedecaxias,sp,saopaulo,biquini,verao2019,novaiguacu,,,,,,,,,,,,,,,,
810,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/de6218f7f637924bf8df0243ce50b215/5C6BD449/t51.2885-15/e35/45795617_265201914191132_108235778848948337_n.jpg,30,30,rio🏖️ #beach #ipanemabeach #arpoador,0,1916259551188077915,false,"{""street_address"": ""Rua Figueiredo de Magalh\u00e3es"", ""zip_code"": ""22031-011"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,1349343375141182,Praia de Ipanema Posto 7,praia-de-ipanema-posto-7,8436351875,BqX6-i2A81b,ipanemabeach,beach,arpoador,,,,,1542655961,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/523f7c850fbeb47fcf350de7c72bc886/5C711CFB/t51.2885-15/e35/c130.0.780.780a/s150x150/45795617_265201914191132_108235778848948337_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/559eb7ded0b2f45846735b346df679a4/5C7A8E4E/t51.2885-15/e35/c130.0.780.780a/s240x240/45795617_265201914191132_108235778848948337_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/2a350ef89059e1aacbe9dd91dca9210e/5C83EBF6/t51.2885-15/e35/c130.0.780.780a/s320x320/45795617_265201914191132_108235778848948337_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/af821e1ce540db2793d233d76a1e29b0/5C8449AA/t51.2885-15/e35/c130.0.780.780a/s480x480/45795617_265201914191132_108235778848948337_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/4929adc09fae1a95a412453badc4357d/5C8BAF0E/t51.2885-15/sh0.08/e35/c130.0.780.780a/s640x640/45795617_265201914191132_108235778848948337_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/4929adc09fae1a95a412453badc4357d/5C8BAF0E/t51.2885-15/sh0.08/e35/c130.0.780.780a/s640x640/45795617_265201914191132_108235778848948337_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/de6218f7f637924bf8df0243ce50b215/5C6BD449/t51.2885-15/e35/45795617_265201914191132_108235778848948337_n.jpg,,,,,,,,,,false,,,,,,,,,,,,,,,,https://instagram.fplu4-1.fna.fbcdn.net/vp/392eb0808236dd13f11620e21e949228/5C8117CE/t51.2885-15/e35/44732483_743939969299701_7364801953850319392_n.jpg,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/b75fe6e789da8878a2138d75fb12880c/5C8FAB17/t51.2885-15/e35/44637157_305800103598984_8189725146278637026_n.jpg,5,5,#ipanemabeach,0,1916254351903679310,false,,,,,,1644613458,BqX5y4og-NO,ipanemabeach,,,,,,,1542655341,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/7277a2af651b387688777ec2c134e695/5C723355/t51.2885-15/e35/s150x150/44637157_305800103598984_8189725146278637026_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/ddb650fccbe72827684ae30857344359/5C7FB41F/t51.2885-15/e35/s240x240/44637157_305800103598984_8189725146278637026_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/90d6453c71f401d0af9efc8f86081949/5C6A35A5/t51.2885-15/e35/s320x320/44637157_305800103598984_8189725146278637026_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/2ec3f9f67d2da4ce8256d840c253a70b/5CB1B8FF/t51.2885-15/e35/s480x480/44637157_305800103598984_8189725146278637026_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/4bee41e09580e81574732f90425a6b02/5CAD27F2/t51.2885-15/sh0.08/e35/s640x640/44637157_305800103598984_8189725146278637026_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/4bee41e09580e81574732f90425a6b02/5CAD27F2/t51.2885-15/sh0.08/e35/s640x640/44637157_305800103598984_8189725146278637026_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b75fe6e789da8878a2138d75fb12880c/5C8FAB17/t51.2885-15/e35/44637157_305800103598984_8189725146278637026_n.jpg,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,
1218,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/98217740bc48fb0b439822a192dd8fcf/5CAD9571/t51.2885-15/e35/46264135_252875562061766_6932507069980145732_n.jpg,12,12,A little birdie told me Beauty is forth coming... A little birdie also told me 20 finalists will be selected. For more information and updates follow @misscariocaswimwearofficial and @cariocaswimwear #misscariocaswimwearofficial #misscariocaswimsearch #sandiegofashionblogger #riodejaneiro #barradatijuca #ipanemabeach #carioca #cariocaswimwear #cariocaswimwearusa,0,1916245541987364019,false,,,,,,5592191799,BqX3yrwlSyz,riodejaneiro,ipanemabeach,barradatijuca,carioca,cariocaswimwear,cariocaswimwearusa,misscariocaswimwearofficial,1542654291,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/ba8e434c7ba30076548a5d0ff66c95f2/5C8EFEDF/t51.2885-15/e35/c0.69.1080.1080/s150x150/46264135_252875562061766_6932507069980145732_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/4065cf2cfd689bf0f3727a42124a2406/5C739095/t51.2885-15/e35/c0.69.1080.1080/s240x240/46264135_252875562061766_6932507069980145732_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/db169f812271de1cf1c1e978d3c5eb86/5C7AB22F/t51.2885-15/e35/c0.69.1080.1080/s320x320/46264135_252875562061766_6932507069980145732_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/e37dc183410bb45a304ac6615596d772/5C711775/t51.2885-15/e35/c0.69.1080.1080/s480x480/46264135_252875562061766_6932507069980145732_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/41bbb9436877e23fc4f73cee8614d960/5C9099B7/t51.2885-15/sh0.08/e35/c0.69.1080.1080/s640x640/46264135_252875562061766_6932507069980145732_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/41bbb9436877e23fc4f73cee8614d960/5C9099B7/t51.2885-15/sh0.08/e35/c0.69.1080.1080/s640x640/46264135_252875562061766_6932507069980145732_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/98217740bc48fb0b439822a192dd8fcf/5CAD9571/t51.2885-15/e35/46264135_252875562061766_6932507069980145732_n.jpg,sandiegofashionblogger,misscariocaswimsearch,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/b3ee0dcf33341a01fdc50866f42ab677/5C7CF619/t51.2885-15/e35/44400371_147008146263910_3233398796489567394_n.jpg,21,21,De ontem... #riodejaneiro #errejota #praiadeipanema #ipanemabeach #rio40graus,0,1916241365131848689,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,213088533,"Rio de Janeiro, Rio de Janeiro",rio-de-janeiro-rio-de-janeiro,50417285,BqX215wl-vx,riodejaneiro,ipanemabeach,praiadeipanema,rio40graus,errejota,,,1542653793,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/157f27d71ac379c00cc86400a4f2da4b/5C71CE5B/t51.2885-15/e35/s150x150/44400371_147008146263910_3233398796489567394_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/b1c0a8fae39056808a3fdd624c549a4c/5C7F9F11/t51.2885-15/e35/s240x240/44400371_147008146263910_3233398796489567394_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/29e51ac1105c6bf458523dae4b061c21/5C9135AB/t51.2885-15/e35/s320x320/44400371_147008146263910_3233398796489567394_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/e49a28e04249c627d68f4f1ffbb5614a/5C7EEDF1/t51.2885-15/e35/s480x480/44400371_147008146263910_3233398796489567394_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/3e211bf59daa617c36911a655c61e361/5C71B8FC/t51.2885-15/sh0.08/e35/s640x640/44400371_147008146263910_3233398796489567394_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/3e211bf59daa617c36911a655c61e361/5C71B8FC/t51.2885-15/sh0.08/e35/s640x640/44400371_147008146263910_3233398796489567394_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b3ee0dcf33341a01fdc50866f42ab677/5C7CF619/t51.2885-15/e35/44400371_147008146263910_3233398796489567394_n.jpg,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/ef38e683efcf7e20830a403aec00fe9a/5CADBE24/t51.2885-15/e35/45505370_753227518394999_4989946973415215164_n.jpg,21,21,#sonyX #photography #riodejaneiro #brasil #gym #ipanemabeach #ipanema #viajes #mundo #vacaciones,2,1916236601450920037,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": """", ""region_name"": """", ""country_code"": """", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,213263591,"Ipanema, Rio De Janeiro, Brazil",ipanema-rio-de-janeiro-brazil,4454705429,BqX1wlPFXhl,riodejaneiro,viajes,brasil,ipanema,sonyX,gym,mundo,1542653225,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/ad6c461ee04aa939dce8202047965cae/5C6C4966/t51.2885-15/e35/s150x150/45505370_753227518394999_4989946973415215164_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/116aac1ba183e0d94f7c094980eaf835/5C75722C/t51.2885-15/e35/s240x240/45505370_753227518394999_4989946973415215164_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/e9e20cb0f370a9077cfaf5ecee201a03/5C6C9396/t51.2885-15/e35/s320x320/45505370_753227518394999_4989946973415215164_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/70a8675eaa2441b3e60fab9ec8bb78a2/5CAE3BCC/t51.2885-15/e35/s480x480/45505370_753227518394999_4989946973415215164_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/d9d535a988f218471280491671ca8bb3/5C8F57C1/t51.2885-15/sh0.08/e35/s640x640/45505370_753227518394999_4989946973415215164_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d9d535a988f218471280491671ca8bb3/5C8F57C1/t51.2885-15/sh0.08/e35/s640x640/45505370_753227518394999_4989946973415215164_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/ef38e683efcf7e20830a403aec00fe9a/5CADBE24/t51.2885-15/e35/45505370_753227518394999_4989946973415215164_n.jpg,photography,vacaciones,ipanemabeach,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/d95e54fb340a1970ce109aa24b476ac3/5C744226/t51.2885-15/e35/44844601_195576884662346_55880197289781620_n.jpg,16,16,Helicopter and Ipanema beach day and sunset!! Ticked another thing off the bucket list. Loved our helicopter ride over Rio and Ipanema beach and sunset was magical. Loved the 37 degree heat 😍😅💕🎉💃🏻#helicopter #riocopter #theviews #christtheredeemer #leblonbeach #ipanemabeach #sunset #hothothot #firsthelicopterride #bucketlist #favelas,0,1916235275648319759,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Humait\u00e1, Rio De Janeiro, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,255221744,"Humaitá, Rio De Janeiro, Brazil",humaita-rio-de-janeiro-brazil,497083476,BqX1dSfF0EP,christtheredeemer,favelas,theviews,hothothot,bucketlist,leblonbeach,riocopter,1542653067,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/c607c54566145c8c205266b29d8afd38/5C7B0890/t51.2885-15/e35/c0.135.1080.1080/s150x150/44844601_195576884662346_55880197289781620_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/4eed29e2c1a43c477fc5bf8ffe38cd32/5C78C97D/t51.2885-15/e35/c0.135.1080.1080/s240x240/44844601_195576884662346_55880197289781620_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/d0768535617e157e6730fc1fd4eefcb0/5C8D246E/t51.2885-15/e35/c0.135.1080.1080/s320x320/44844601_195576884662346_55880197289781620_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/718a37e3486c2fd20f8f7ddfce42963c/5C837F72/t51.2885-15/e35/c0.135.1080.1080/s480x480/44844601_195576884662346_55880197289781620_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/68ad18ec7b9b32202c510f9c871947de/5C738FC1/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44844601_195576884662346_55880197289781620_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/68ad18ec7b9b32202c510f9c871947de/5C738FC1/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44844601_195576884662346_55880197289781620_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d95e54fb340a1970ce109aa24b476ac3/5C744226/t51.2885-15/e35/44844601_195576884662346_55880197289781620_n.jpg,sunset,firsthelicopterride,helicopter,ipanemabeach,,,,,,false,,,,,,,,,,,,,,,,https://instagram.fplu4-1.fna.fbcdn.net/vp/8257be5c71c1fd385aa9bc0eeac5f945/5C7AE291/t51.2885-15/e35/44877608_339216096629711_4803951013864602984_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d22776c3546be2a5cfb536d94542c3e7/5C7B02F9/t51.2885-15/e35/44707346_290564654909366_1759112157522161321_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/8066a70e7d7d0c52c1553437c5cfc72f/5CAE1E7C/t51.2885-15/e35/44515948_178848379733159_7426528934601535666_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/39fc1f98825f92471400df524b42d90d/5CAFC045/t51.2885-15/e35/43338324_2167834343469318_3239166708690763343_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/72d244b0ce606c50b20b0c1039e29e69/5C8D7DA2/t51.2885-15/e35/44305548_2409918765702641_763742721093318930_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/85d32adc5619241f23db500493b6c399/5C7A5B72/t51.2885-15/e35/44844619_191395668409477_455148313599992358_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/2bcceb22646f14f61be237edd17c1f35/5C731679/t51.2885-15/e35/44492845_1903232616420553_651669350179811429_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/172e6a9d51245d49fb992afd80df0e20/5C9147D0/t51.2885-15/e35/44774038_585519998551509_5130138777539136333_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/308a99ba76cfe2ca9a945418298f9c9b/5C76D356/t51.2885-15/e35/45360968_2245550925704078_1567399288764437400_n.jpg,
1218,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/5af960f62751799a0c4496cfacf8e30a/5C72EEBA/t51.2885-15/e35/46081688_356672551543796_4696830371573496813_n.jpg,11,11,"January 1, 2019 will be the first official day to submit your video. For more information and updates please follow our official @misscariocaswimwearofficial page #misscariocaswimwearofficial #misscariocaswimsearch #barradatijuca #ipanemabeach #carioca #cariocaswimwearusa #gata #morena #beautycontest #missriodejaneiro",0,1916235026205016993,false,,,,,,1943612415,BqX1ZqLHIOh,missriodejaneiro,ipanemabeach,beautycontest,cariocaswimwearusa,carioca,barradatijuca,misscariocaswimwearofficial,1542653037,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/f8c3ebfa61d42a1c71a7e6d35c1fc7d6/5C712B14/t51.2885-15/e35/c0.69.1080.1080/s150x150/46081688_356672551543796_4696830371573496813_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/7aa63bcc81527eba7fd3fade8d1b19b4/5CAD415E/t51.2885-15/e35/c0.69.1080.1080/s240x240/46081688_356672551543796_4696830371573496813_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/0d9c2064c16ec9ce60ec409bd1ab6e28/5C6B3DE4/t51.2885-15/e35/c0.69.1080.1080/s320x320/46081688_356672551543796_4696830371573496813_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/baeab37dc6055d25a97f26d2381b6e1e/5C7434BE/t51.2885-15/e35/c0.69.1080.1080/s480x480/46081688_356672551543796_4696830371573496813_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/47c3ceb662f6f6cf9a6cb61a4a9352fb/5CB0B87C/t51.2885-15/sh0.08/e35/c0.69.1080.1080/s640x640/46081688_356672551543796_4696830371573496813_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/47c3ceb662f6f6cf9a6cb61a4a9352fb/5CB0B87C/t51.2885-15/sh0.08/e35/c0.69.1080.1080/s640x640/46081688_356672551543796_4696830371573496813_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5af960f62751799a0c4496cfacf8e30a/5C72EEBA/t51.2885-15/e35/46081688_356672551543796_4696830371573496813_n.jpg,morena,gata,misscariocaswimsearch,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,
