dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location/address_json,location/has_public_page,location/id,location/name,location/slug,owner/id,shortcode,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,tags/9,tags/10,tags/11,tags/12,location,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,tags/23,tags/24,tags/25,tags/26,tags/27,comments_disabled,urls/1,urls/2,urls/3,urls/4,urls/5,urls/6,urls/7,urls/8,urls/9,tags/28,tags/29,video_view_count
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/0074872dbe55123442494f979389cb95/5C7ADB88/t51.2885-15/e35/44691812_1199075706908213_7215173445143366529_n.jpg,18,18,"“O destino não é só um lugar, mas uma nova forma de ver as coisas.” 🍃🏖 #SobreOFeriado #riodejaneiro #cabofrio #praiadoforte #reflections #feriadoperfeito #Jaja",1,1916299217006278426,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Cabo Frio"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,436414163395778,Praia Do Forte Cabo Frio,praia-do-forte-cabo-frio,222565207,BqYD_whBLca,Jaja,SobreOFeriado,feriadoperfeito,riodejaneiro,reflections,cabofrio,praiadoforte,,,1542660689,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/fb590c86264ab746113b119c598908a7/5C72277A/t51.2885-15/e35/c0.121.967.967a/s150x150/44691812_1199075706908213_7215173445143366529_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/903906e48d4e4f915b277abdd2bf8231/5CADCC7C/t51.2885-15/e35/c0.121.967.967a/s240x240/44691812_1199075706908213_7215173445143366529_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/967ddec7331cba2fbed2e5b67857bae7/5C8BBB02/t51.2885-15/e35/c0.121.967.967a/s320x320/44691812_1199075706908213_7215173445143366529_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/3c0c2e9cba3ae6740dbbed6c3919f79e/5C6C8245/t51.2885-15/e35/c0.121.967.967a/s480x480/44691812_1199075706908213_7215173445143366529_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/1d1a654bbe3174e39f5b30f1e9ce85cd/5C8E1E3D/t51.2885-15/sh0.08/e35/c0.121.967.967a/s640x640/44691812_1199075706908213_7215173445143366529_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/1d1a654bbe3174e39f5b30f1e9ce85cd/5C8E1E3D/t51.2885-15/sh0.08/e35/c0.121.967.967a/s640x640/44691812_1199075706908213_7215173445143366529_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/0074872dbe55123442494f979389cb95/5C7ADB88/t51.2885-15/e35/44691812_1199075706908213_7215173445143366529_n.jpg,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/2009597daa837ea0dd90f247a889c871/5C8B9EF0/t51.2885-15/e35/44394144_189958935267410_6532880767050044064_n.jpg,6,6,"Nossa inimiga chuva deu as caras hoje massss estamos aqui para te ajudar!
⠀
Vamos te ajudar a escapar da chuva e chegar sem um pingo de chuva em casa!
⠀
----------------- Corridas com até 20% de desconto!
Baixe nosso Aplicativo!
⠀
Download iOS e Android 
http://bit.ly/2LtV330
⠀
Telefones Convencionais:
(22) 2645-5463 / 99967-6951
⠀
Atendemos também pelo Whatsapp!
(22) 97402-0289
⠀
Peca seu táxi via Whatsapp dando apenas um click! 👇 👇 👇
http://bit.ly/pedirtaxiwhatsapp
⠀
#Chuva #ChuvaNao #Seco #Rain #Atendimento24Horas #RadioTaxiTeLeva #Whatsapp #AMaiorDaRegiao #Qualidade #Conforto #Segurança #TaxiCaboFrio #DescontoApp #PraiaDoForte #CaboFrio #RegiaoDosLagos",0,1916295733848272639,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Cabo Frio"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,69094957,Cabo Frio,cabo-frio,7631105557,BqYDNEkn27_,CaboFrio,RegiaoDosLagos,DescontoApp,Rain,TaxiCaboFrio,PraiaDoForte,AMaiorDaRegiao,RadioTaxiTeLeva,Atendimento24Horas,1542660274,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/3caab4d9b11338fb8b38c3697bcaeb11/5C7B58B2/t51.2885-15/e35/s150x150/44394144_189958935267410_6532880767050044064_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/edb004f85b0a7077eebe40501c2a2008/5C8391F8/t51.2885-15/e35/s240x240/44394144_189958935267410_6532880767050044064_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/9bf24632383a96f5c52b6362a47b9d8a/5CADAC42/t51.2885-15/e35/s320x320/44394144_189958935267410_6532880767050044064_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/225b8f9d4e2195de19078f7b964c3bac/5C8BAB18/t51.2885-15/e35/s480x480/44394144_189958935267410_6532880767050044064_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/d112c1cfc60fcac0a7f4cc7b7ff6701e/5C806615/t51.2885-15/sh0.08/e35/s640x640/44394144_189958935267410_6532880767050044064_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d112c1cfc60fcac0a7f4cc7b7ff6701e/5C806615/t51.2885-15/sh0.08/e35/s640x640/44394144_189958935267410_6532880767050044064_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/2009597daa837ea0dd90f247a889c871/5C8B9EF0/t51.2885-15/e35/44394144_189958935267410_6532880767050044064_n.jpg,Chuva,ChuvaNao,Whatsapp,Qualidade,,Seco,Conforto,Segurança,,,,,,,,,,,,,false,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/b43f1b34d259c836bb753837d5732571/5CAD34F1/t51.2885-15/e35/42080538_562038490885831_5085502335166185472_n.jpg,10,10,Como estão os planos para a sexta mais esperada do ano? Olha que tem muito coisa boa na Doce Gelato só aguardando você. Vem pra cá e aproveita esse momento #ficafrio mais especial!,2,1916295494722439559,false,,,,,,6082495131,BqYDJl3nMmH,ficafrio,,,,,,,,,1542660246,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/8c1fa5a3bcfc9314ff91648b4cb6da33/5CB13FB3/t51.2885-15/e35/s150x150/42080538_562038490885831_5085502335166185472_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/a1cdbc7f22819a6364065ce49c4b0cee/5CAF9FF9/t51.2885-15/e35/s240x240/42080538_562038490885831_5085502335166185472_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/274e3119e74a3be9f02442977fcf890d/5C783243/t51.2885-15/e35/s320x320/42080538_562038490885831_5085502335166185472_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/ecf6970622585c496d5b0a1787726eaf/5CB0B819/t51.2885-15/e35/s480x480/42080538_562038490885831_5085502335166185472_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/f49e4a46f5f3cfa6613b038c5c582916/5C8B1014/t51.2885-15/sh0.08/e35/s640x640/42080538_562038490885831_5085502335166185472_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f49e4a46f5f3cfa6613b038c5c582916/5C8B1014/t51.2885-15/sh0.08/e35/s640x640/42080538_562038490885831_5085502335166185472_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b43f1b34d259c836bb753837d5732571/5CAD34F1/t51.2885-15/e35/42080538_562038490885831_5085502335166185472_n.jpg,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/07a1e342316e6ba75cbcb5408dc9dd3d/5C71DA5C/t51.2885-15/e35/44492840_2080666315287049_7616418975928894490_n.jpg,46,46,"Meu lema é “sempre sorria”. Não me refiro a ser falsa, mas sempre, sempre ache uma razão para estar feliz. E se não encontrar, sorria de qualquer maneira ♥️
.
.
.
#feedorganizado #fileirinhadefotos #fileirinhatumblr #beach #praia #arraialdocabo #riodejaneiro #praiadoforte #sol #mar #ruivasdobrasil #ruivasacobreadas #tumblrgirl #tumblrpic #instapic #instaquote #photooftheday #naturephotography #naturezaperfeita #likeforlikes #likeforfollow #likesforlikesback #l4like #followtrick",6,1916295039271546108,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Cabo Frio"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,436414163395778,Praia Do Forte Cabo Frio,praia-do-forte-cabo-frio,1028961922,BqYDC9sn6z8,ruivasdobrasil,likeforlikes,tumblrgirl,l4like,instapic,likeforfollow,sol,naturephotography,instaquote,1542660191,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/d9b2eadad3af525e29420c4e08d95a57/5C80B253/t51.2885-15/e35/c0.135.1080.1080/s150x150/44492840_2080666315287049_7616418975928894490_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/05e90d038eede676d4e859b5436801a1/5C8DBB55/t51.2885-15/e35/c0.135.1080.1080/s240x240/44492840_2080666315287049_7616418975928894490_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/a6720028f9bfe3f2ff05e3df40ae6b2b/5CAE0C2B/t51.2885-15/e35/c0.135.1080.1080/s320x320/44492840_2080666315287049_7616418975928894490_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/b7e78b7d14b2b62b91ca91c5c3fd16b5/5C90BB6C/t51.2885-15/e35/c0.135.1080.1080/s480x480/44492840_2080666315287049_7616418975928894490_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/5152ab720e04eccbb048dfaca326433a/5C7BDEC4/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44492840_2080666315287049_7616418975928894490_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5152ab720e04eccbb048dfaca326433a/5C7BDEC4/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44492840_2080666315287049_7616418975928894490_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/07a1e342316e6ba75cbcb5408dc9dd3d/5C71DA5C/t51.2885-15/e35/44492840_2080666315287049_7616418975928894490_n.jpg,likesforlikesback,beach,photooftheday,riodejaneiro,,mar,fileirinhadefotos,ruivasacobreadas,feedorganizado,praia,fileirinhatumblr,tumblrpic,praiadoforte,naturezaperfeita,arraialdocabo,followtrick,,,,,false,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/586767bb9a30f8ddfb3a4ede46750132/5C7E8766/t51.2885-15/e35/45388045_1213762902113009_4280318771557344737_n.jpg,3,3,"Coleção brincos esmaltados!
Verão 2019👙⛱🏝🏖#trancoso #morrodesaopaulo #verao2019 #bahia #jurereinternacional #blogueira #reveillon #brinco #ourovintage #caraiva #morrodesaopaulo #praia #praiadoforte #gorettirochaacessorios",0,1916294823179256853,false,,,,,,6002572985,BqYC_0chQQV,gorettirochaacessorios,morrodesaopaulo,reveillon,blogueira,jurereinternacional,praia,ourovintage,trancoso,praiadoforte,1542660166,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/1fe7fa89ccb5087e6674b73bce10c424/5C8CD159/t51.2885-15/e35/s150x150/45388045_1213762902113009_4280318771557344737_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/5bf85fc13ce7be77e8c87ee689736c09/5CAD005F/t51.2885-15/e35/s240x240/45388045_1213762902113009_4280318771557344737_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/4fbeee40051d4fc52ef8ab80dea9701d/5CAC6821/t51.2885-15/e35/s320x320/45388045_1213762902113009_4280318771557344737_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/4691a11f7da9fd04d1444ebf26f138dd/5C82CE66/t51.2885-15/e35/s480x480/45388045_1213762902113009_4280318771557344737_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/5f97e027ea80cec6069dd5f54e4132b3/5C718ADC/t51.2885-15/sh0.08/e35/s640x640/45388045_1213762902113009_4280318771557344737_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5f97e027ea80cec6069dd5f54e4132b3/5C718ADC/t51.2885-15/sh0.08/e35/s640x640/45388045_1213762902113009_4280318771557344737_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/586767bb9a30f8ddfb3a4ede46750132/5C7E8766/t51.2885-15/e35/45388045_1213762902113009_4280318771557344737_n.jpg,verao2019,caraiva,brinco,bahia,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/941252058f5a9eada2ae1f248828ee67/5C791916/t51.2885-15/e35/45435548_193632828181501_7435557658675645787_n.jpg,28,28,Soninho bom de fim de tarde... #bahia #praiadoforte #tivolipraiadoforte #sweetdreams #endoftheday #mybaby,3,1916291514571374348,false,"{""street_address"": ""Av. do Farol - Praia do Forte Mata de S\u00e3o Jo\u00e3o"", ""zip_code"": ""48288-000"", ""city_name"": ""Mata de S\u00e3o Jo\u00e3o"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,1030311874,Tivoli Ecoresort Praia do Forte,tivoli-ecoresort-praia-do-forte,220329936,BqYCPrEHz8M,tivolipraiadoforte,endoftheday,mybaby,bahia,sweetdreams,praiadoforte,,,,1542659771,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/69504cd04287afe15a527e7ec1d2d8d0/5C6D2154/t51.2885-15/e35/s150x150/45435548_193632828181501_7435557658675645787_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/994aba9faee39606f8b8b1cfc169cd06/5C710C1E/t51.2885-15/e35/s240x240/45435548_193632828181501_7435557658675645787_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/3960ee575858d3699a7951df924731d6/5C6EDEA4/t51.2885-15/e35/s320x320/45435548_193632828181501_7435557658675645787_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/7dff16d10d39384eb0bcf5daa84b4ca9/5C78C0FE/t51.2885-15/e35/s480x480/45435548_193632828181501_7435557658675645787_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/7629953acb5972d0787bd73ebe04f722/5C7E32F3/t51.2885-15/sh0.08/e35/s640x640/45435548_193632828181501_7435557658675645787_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/7629953acb5972d0787bd73ebe04f722/5C7E32F3/t51.2885-15/sh0.08/e35/s640x640/45435548_193632828181501_7435557658675645787_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/941252058f5a9eada2ae1f248828ee67/5C791916/t51.2885-15/e35/45435548_193632828181501_7435557658675645787_n.jpg,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,
640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/fc0110e5b198149e3e317f41257d71e5/5BF5B5E5/t51.2885-15/e35/43163598_205971546982980_5122857055306426630_n.jpg,107,107,"Fumaça😈💨
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
#hornet #hornetcarburada #cb600f #hondacivic #honda #mt09 #susuki #cb1000r #cbr1000rr #cbr600rr #kawasaki #xj6 #yamahar1 #kawasakininja #r1200 #rayabusa #falcon #nave #umsonho #duasrodas  #bmws1000rr #bmw #ducati #srad750 #sonhodecriança #motorcycle #praiadoforte #guarajuba #imbassai #xj6ba
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
🔴.SIGAM NOSSOS PARCEIROS.🔵
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
@xj6_mais_que_um_sonho_023
@whitepunto17 @loukosporxj6_027 @xj_o_sonho  @cb1000r_um_sonho @xj6_0601 
@motosdivulgacao @paixao.por.xj6 @club299kmh  @2_rodas_uma_paixao @xj6corte @vrauu_e_corte @grau_dettona @xj600_oficial @umsonhoyamaha  @xj6oficial_br @altas_cilindradas_pb @foguetaodanasa @xj6_sonhos @xj6_oficiaal @xj600_oficial @xj6_sonho_uma_conquista @pretin_du_poder_xj6 @oficial_4cilindros @mafiadosmilionarios ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖",0,1916290200579338682,true,,,,,,6021141280,BqYB8jUF_G6,nave,mt09,yamahar1,motorcycle,r1200,sonhodecriança,cb1000r,guarajuba,cb600f,1542659639,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/fb9c086a1bca957d9077665d614240e4/5BF59927/t51.2885-15/e35/s150x150/43163598_205971546982980_5122857055306426630_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/ac6af3d58dcf9f3e4253de9fc99eb8af/5BF5BCAD/t51.2885-15/e35/s240x240/43163598_205971546982980_5122857055306426630_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/6da6fa2e98f3c75cdfef558cecbd035e/5BF5E117/t51.2885-15/e35/s320x320/43163598_205971546982980_5122857055306426630_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/c35bd8f513ee7246ceeebc1e9b06296c/5BF5840D/t51.2885-15/e35/s480x480/43163598_205971546982980_5122857055306426630_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/fc0110e5b198149e3e317f41257d71e5/5BF5B5E5/t51.2885-15/e35/43163598_205971546982980_5122857055306426630_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/fc0110e5b198149e3e317f41257d71e5/5BF5B5E5/t51.2885-15/e35/43163598_205971546982980_5122857055306426630_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/359be530b62d406c881dad7ddab0c95c/5BF58554/t50.2886-16/46326788_303491050495180_1369689183168050087_n.mp4,hornetcarburada,xj6ba,xj6,srad750,,susuki,honda,umsonho,ducati,bmw,falcon,praiadoforte,cbr1000rr,duasrodas,cbr600rr,hondacivic,rayabusa,bmws1000rr,imbassai,kawasaki,false,,,,,,,,,,hornet,kawasakininja,0
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/5f84005e5a11f7bd55d72d58cd5d13b1/5CB1358F/t51.2885-15/e35/44800599_295904487920048_2020217638913125657_n.jpg,111,111,Onde dá replay no feriado? 📸😎✌🏼 #praia #praiadoforte #cabofrio #sol #mar #foto #ceuazul #goodvibes,2,1916288462324478934,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Cabo Frio"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,436414163395778,Praia Do Forte Cabo Frio,praia-do-forte-cabo-frio,278700249,BqYBjQcB7PW,foto,mar,sol,praia,goodvibes,ceuazul,cabofrio,praiadoforte,,1542659407,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/dadedd76135aa455fa684a48c9bb5fe4/5C770CCD/t51.2885-15/e35/s150x150/44800599_295904487920048_2020217638913125657_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/d27402b2de2723a129f8762f72b8165c/5CAF9387/t51.2885-15/e35/s240x240/44800599_295904487920048_2020217638913125657_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/3a93b6ad9051681fa906abd26b71f38d/5CB25D3D/t51.2885-15/e35/s320x320/44800599_295904487920048_2020217638913125657_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/59a385f33cc2a6d931335247879176b8/5CB0AC67/t51.2885-15/e35/s480x480/44800599_295904487920048_2020217638913125657_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/8349535be90033aeccb70194d6085c4f/5C6A7C6A/t51.2885-15/sh0.08/e35/s640x640/44800599_295904487920048_2020217638913125657_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/8349535be90033aeccb70194d6085c4f/5C6A7C6A/t51.2885-15/sh0.08/e35/s640x640/44800599_295904487920048_2020217638913125657_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5f84005e5a11f7bd55d72d58cd5d13b1/5CB1358F/t51.2885-15/e35/44800599_295904487920048_2020217638913125657_n.jpg,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,
1081,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/3438a8dd4488b2f2525f736a6c52138c/5C7040A9/t51.2885-15/e35/46063222_2102304920022923_5676364579686524836_n.jpg,36,36,"Sol, praia e cerveja .. 🌞🌊⛱🍺 .
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

#saopaulo #sp #011 #013 #praiagrande #praiagrandesp #praiadoforte #cantodofortepg
#rawar",3,1916285629575033871,false,"{""street_address"": ""Avenida Marechal Mallet "", ""zip_code"": ""11700-270"", ""city_name"": ""Praia Grande, Sao Paulo, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,3940513,Canto do Forte - Praia Grande - SP,canto-do-forte-praia-grande-sp,340364256,BqYA6CPAXQP,praiagrandesp,praiagrande,sp,011,rawar,013,saopaulo,cantodofortepg,praiadoforte,1542659070,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/7a1d28704eae8989bcaa6f1c59b468f6/5CAE1A81/t51.2885-15/e35/c0.0.1065.1065/s150x150/46063222_2102304920022923_5676364579686524836_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/d1dcdc06148000bd16cb03381bcf5f00/5C809B87/t51.2885-15/e35/c0.0.1065.1065/s240x240/46063222_2102304920022923_5676364579686524836_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/838eecabc434453a38e98c09ef64c48d/5C7BF8F9/t51.2885-15/e35/c0.0.1065.1065/s320x320/46063222_2102304920022923_5676364579686524836_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/cc36040e71ce890fc7b09e39b452f129/5C7997BE/t51.2885-15/e35/c0.0.1065.1065/s480x480/46063222_2102304920022923_5676364579686524836_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/3f484f2f57a73899d053c193ab93ddf4/5C7E92B5/t51.2885-15/sh0.08/e35/c0.0.1065.1065/s640x640/46063222_2102304920022923_5676364579686524836_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/3f484f2f57a73899d053c193ab93ddf4/5C7E92B5/t51.2885-15/sh0.08/e35/c0.0.1065.1065/s640x640/46063222_2102304920022923_5676364579686524836_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/3438a8dd4488b2f2525f736a6c52138c/5C7040A9/t51.2885-15/e35/46063222_2102304920022923_5676364579686524836_n.jpg,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,
640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/efe603d188db2688410c628873becfbf/5BF5D7AF/t51.2885-15/e35/44421277_119687868948798_9156617097617063456_n.jpg,14,14,"VENDO FANTÁSTICA CASA DE PRAIA TOTALMENTE MOBILIADA EM GUARAJUBA - BA - frente mar, pé na areia
Condomínio Fechado com Total Segurança.
ALTO LUXO!
Terreno: 650 m2 
Área construída: 400 m2
Descritivo: 6 Suites, sendo 5 suítes no primeiro andar, 1 suíte no térreo + suíte para secretária, todas com cama de casal e auxiliar, Ar Split, TV de LED, armários. Área de lazer com Piscina iluminada, Hidro-Massagem e Cascata. Todos os revestimentos Biancogrês, Super nano e Silestone Quartz...
Acomoda: 23 pessoas 
IPTU anual: R$ 3.500,00 valor 2018
Condomínio mensal: R$ 200,00 valor atual 
Valor de Venda Totalmente Mobiliada e Decorada R$ 4.000.000,00 (Quatro Milhões de Reais)
Obs:Temos outras opções em Guarajuba,Busca Vida e etc.
Consulte-Nos!
Agende sua visita e se apaixone!
Geilson Santana Corretor de Imóveis 
71 991236121 Tim Whatsapp 
71 988352537 Oi
#imoveldeluxo#porteirafechada#mercadodeluxo#litoralnorte#salvador#bahia#brasil#guarajuba#jacuipe#praiadoforte#luxury#yachtclubedabahia#hortoflorestal #corredordavitoria #bahiamarina #luxurystyle#saopaulo#brasilia#miami#feiradesantana#barreiras#hospitaldabahia#hospitalsarah#hospitalportugues#Ondina#barradatijuca#hospitaldabahia#hospitalaliança#hospitalportugues#tribunaldejustiçadoestadodabahia#soho#bahiamarina",0,1916285217796956920,true,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Cama\u00e7ari"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,149301332507670,Praia de Guarajuba,praia-de-guarajuba,5346838914,BqYA0CvHqL4,feiradesantana,barreiras,bahiamarina,Ondina,hospitalaliança,tribunaldejustiçadoestadodabahia,litoralnorte,guarajuba,imoveldeluxo,1542659049,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/ede63d4fdd137ab289cbeecd0677ff21/5BF5DBED/t51.2885-15/e35/s150x150/44421277_119687868948798_9156617097617063456_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/7440725b126870f7553f70c98cba5281/5BF5A427/t51.2885-15/e35/s240x240/44421277_119687868948798_9156617097617063456_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/0e1adce91f2b389e7bd6d6227301d7b4/5BF55C5D/t51.2885-15/e35/s320x320/44421277_119687868948798_9156617097617063456_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/0143ff9239843acc486b565a4e1ad600/5BF5C3C7/t51.2885-15/e35/s480x480/44421277_119687868948798_9156617097617063456_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/efe603d188db2688410c628873becfbf/5BF5D7AF/t51.2885-15/e35/44421277_119687868948798_9156617097617063456_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/efe603d188db2688410c628873becfbf/5BF5D7AF/t51.2885-15/e35/44421277_119687868948798_9156617097617063456_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/a6ed2a720a7e82b5d322fd4b87f6d577/5BF5817D/t50.2886-16/46596330_493694324458766_2695184534785228800_n.mp4,barradatijuca,brasil,luxury,hortoflorestal,,corredordavitoria,hospitaldabahia,mercadodeluxo,yachtclubedabahia,jacuipe,hospitalportugues,praiadoforte,porteirafechada,luxurystyle,salvador,miami,brasilia,hospitalsarah,saopaulo,soho,false,,,,,,,,,,bahia,,0
